title,url,content,categories,date_scraped
African-American Vernacular English,https://en.wikipedia.org/wiki/African-American_Vernacular_English,"African-American Vernacular Englisha (AAVE)b is the variety of English natively spoken, particularly in urban communities, by most working- and middle-class African Americans and some Black Canadians. Having its own unique grammatical, vocabulary, and accent features, AAVE is employed by middle-class Black Americans as the more informal and casual end of a sociolinguistic continuum. However, in formal speaking contexts, speakers tend to switch to more standard English grammar and vocabulary, usually while retaining elements of the vernacular (non-standard) accent. AAVE is widespread throughout the United States, but is not the native dialect of all African Americans, nor are all of its speakers African American. Like most varieties of African-American English, African-American Vernacular English shares a large portion of its grammar and phonology with the regional dialects of the Southern United States, and especially older Southern American English, due to the historical enslavement of African Americans primarily in that region. Mainstream linguists see only minor parallels between AAVE, West African languages, and English-based creole languages, instead most directly tracing back AAVE to diverse non-standard dialects of English as spoken by the English-speaking settlers in the Southern Colonies and later the Southern United States. However, a minority of linguists argue that the vernacular shares so many characteristics with African creole languages spoken around the world that it could have originated as a creole or semi-creole language, distinct from the English language, before undergoing decreolization.c African-American Vernacular English (AAVE) may be considered a dialect, ethnolect, and sociolect. While it is clear that there is a strong historical relationship between AAVE and earlier Southern U.S. dialects, the origins of AAVE are still a matter of debate.",African-American English | Dialects of English | Sociolects,2025-06-22 19:39:56
Soul food,https://en.wikipedia.org/wiki/Soul_food,"Soul food is the ethnic cuisine of African Americans. Originating in the American South from the cuisines of enslaved Africans transported from Africa through the Atlantic slave trade, soul food is closely associated with the cuisine of the Southern United States. The expression ""soul food"" originated in the mid-s when ""soul"" was a common word used to describe African-American culture. Soul food uses cooking techniques and ingredients from West African, Central African, Western European, and Indigenous cuisine of the Americas. The cuisine was initially denigrated as low quality and belittled because of its origin. It was seen as low-class food, and African Americans in the North looked down on their Black Southern compatriots who preferred soul food (see the Great Migration). The concept evolved from describing the food of slaves in the South, to being taken up as a primary source of pride in the African American community even in the North, such as in New York City, Chicago and Detroit. Soul food historian Adrian Miller said the difference between soul food and Southern food is that soul food is intensely seasoned and uses a variety of meats to add flavor to food and adds a variety of spicy and savory sauces. These spicy and savory sauces add robust flavor. This method of preparation was influenced by West African cuisine where West Africans create sauces to add flavor and spice to their food. Black Americans also add sugar to make cornbread, while ""white southerners say when you put sugar in corn bread, it becomes cake"".  Bob Jeffries, the author of Soul Food Cookbook, said the difference between soul food and Southern food is: ""While all soul food is Southern food, not all Southern food is soul. Soul food cooking is an example of how really good Southern African-American cooks cooked with what they had available to them."" Impoverished White and Black people in the South cooked many of the same dishes stemming from Southern cooking traditions, but styles of prepar",Soul food | African-American cuisine | African-American cultural history | American cuisine | Cuisine by ethnicity,2025-06-22 19:39:57
Black church,https://en.wikipedia.org/wiki/Black_church,"The Black church (sometimes termed Black Christianity or African American Christianity) is the faith and body of Christian denominations and congregations in the United States that predominantly minister to, and are led by, African Americans, as well as these churches' collective traditions and members. Black churches primarily arose in the th century, during a time when race-based slavery and racial segregation were both commonly practiced in the United States. Black people generally searched for an area where they could independently express their faith, find leadership, and escape from inferior treatment in white dominated churches. Throughout many African American houses, churches reflect a deep cultural emphasis on community and shared spiritual experience. For African Americans, the church is a dynamic, living body of believers whose collective faith and fellowship are central, regardless of the physical space. This difference highlights the unique cultural and historical significance that the African American community places on the act of gathering and the people themselves, rather than the location. The number of Black churches in the United States is substantial. According to the Pew Research Center in , there were approximately , Black churches across the country, encompassing a wide range of denominations and independent congregations. A majority of African American congregations are affiliated with Protestant denominations, such as the African Methodist Episcopal Church (AME), the Church of God in Christ (COGIC), or the National Baptist Convention and related churches, some of them are affiliated with predominantly white Protestant denominations such as the United Church of Christ (which developed from the Congregational Church of New England), integrated denominations such as the Church of God, others are independent congregations. There are also Black Catholic churches.",Historically African-American Christian denominations | African-American Christianity | African-American culture | 1790 in Christianity | Christian terminology,2025-06-22 19:39:58
Kwanzaa,https://en.wikipedia.org/wiki/Kwanzaa,"Kwanzaa (/ˈkwɑːnzə/) is an annual celebration of African-American culture from December  to January , culminating in a communal feast called Karamu, usually on the sixth day.  It was created by activist Maulana Karenga based on African harvest festival traditions from various parts of West, East, as well as Southeast Africa. Kwanzaa was first celebrated in . Twenty-first-century estimates place the number of Americans who celebrate Kwanzaa between , and ,,. American black separatist Maulana Karenga created Kwanzaa in  during the aftermath of the Watts riots as a non-Christian, specifically African-American holiday. Karenga said his goal was to ""give black people an alternative to the existing holiday of Christmas and give black people an opportunity to celebrate themselves and their history, rather than simply imitate the practice of the dominant society."" For Karenga, a figure in the Black Power movement of the s and s, the creation of such holidays also underscored the essential premise that ""you must have a cultural revolution before the violent revolution. The cultural revolution gives identity, purpose, and direction."": – According to Karenga, the name Kwanzaa derives from the Swahili phrase matunda ya kwanza, meaning ""first fruits"". First fruits festivals exist in Southern Africa and are celebrated in December/January with the southern solstice. Karenga was partly inspired by an account he read of the Zulu festival Umkhosi Wokweshwama.:   It was decided to spell the holiday's name with an additional ""a"" so that it would have a symbolic seven letters.:  During the early years of Kwanzaa, Karenga said it was meant to be an alternative to Christmas. He believed Jesus was psychotic and Christianity was a ""White"" religion that Black people should shun. As Kwanzaa gained mainstream adherents, Karenga altered his position so practicing Christians would not be alienated, stating in the  book Kwanzaa: A Celebration of Family, Community, and Culture that ""Kwanzaa was no",Kwanzaa | 1966 establishments in the United States | African-American culture | Black Power | December observances,2025-06-22 19:39:59
Juneteenth,https://en.wikipedia.org/wiki/Juneteenth,"Juneteenth, officially Juneteenth National Independence Day, is a federal holiday in the United States. It is celebrated annually on June  to commemorate the end of slavery in the United States. The holiday's name, first used in the s, is a combination of the words June and nineteenth, referring to June , , the day when Major General Gordon Granger ordered the final enforcement of the Emancipation Proclamation in Texas at the end of the American Civil War. In the Civil War period, slavery came to an end in various areas of the United States at different times. Many enslaved Southerners escaped, demanded wages, stopped work, or took up arms against the Confederacy of slave states. In January , Congress proposed the Thirteenth Amendment to the United States Constitution for the national abolition of slavery. By June , almost all of the enslaved population had been freed by the victorious Union Army or by state abolition laws. When the national abolition amendment was ratified in December, the remaining enslaved people in Delaware and in Kentucky were freed. Early Juneteenth celebrations date back to , at first involving church-centered community gatherings in Texas. They spread across the South among newly freed African-Americans and their descendants and became more commercialized in the s and s, often centering on a food festival. Participants in the Great Migration brought these celebrations to the rest of the country. During the Civil Rights Movement of the s, Juneteenth celebrations were eclipsed by the nonviolent determination to achieve civil rights, but they grew in popularity again in the s, with a focus on African-American freedom and African-American arts. Beginning with Texas by proclamation in , and by legislation in , every U.S. state and the District of Columbia has formally recognized the holiday in some way. Juneteenth is also celebrated by the Mascogos, descendants of Black Seminoles who escaped from slavery in  and settled in Coahuila, Mexico. The d",Juneteenth | 1866 establishments in Texas | Abolitionism in the United States | African-American culture | African-American events,2025-06-22 19:40:00
African diaspora,https://en.wikipedia.org/wiki/African_diaspora,"The African diaspora is the worldwide collection of communities descended from people from Africa. The term most commonly refers to the descendants of the native West and Central Africans who were enslaved and shipped to the Americas via the Atlantic slave trade between the th and th centuries, with their largest populations in Brazil, the United States, and Haiti. The term can also be used to refer to African descendants who immigrated to other parts of the world. Scholars identify ""four circulatory phases"" of this migration out of Africa. The phrase African diaspora gradually entered common usage at the turn of the st century. The term diaspora originates from the Greek διασπορά (diaspora, ""scattering"") which gained popularity in English in reference to the Jewish diaspora before being more broadly applied to other populations. Less commonly, the term has been used in scholarship to refer to more recent emigration from Africa. The African Union (AU) defines the African diaspora as consisting: ""of people of native or partial African origin living outside the continent, irrespective of their citizenship and nationality and who are willing to contribute to the development of the continent and the building of the African Union"". Its constitutive act declares that it shall ""invite and encourage the full participation of the African diaspora as an important part of our continent, in the building of the African Union"". Many Africans dispersed throughout North America, South America, Europe, and Asia during the Atlantic, Trans-Saharan, Red Sea and Indian Ocean slave trades.",African diaspora,2025-06-22 19:40:02
Atlantic slave trade,https://en.wikipedia.org/wiki/Atlantic_slave_trade,"The Atlantic slave trade or transatlantic slave trade involved the transportation by slave traders of enslaved African people to the Americas. European slave ships regularly used the triangular trade route and its Middle Passage. Europeans established a coastal slave trade in the th century and trade to the Americas began in the th century, lasting through the th century. The vast majority of those who were transported in the transatlantic slave trade were from Central Africa and West Africa and had been sold by West African slave traders to European slave traders, while others had been captured directly by the slave traders in coastal raids. European slave traders gathered and imprisoned the enslaved at forts on the African coast and then brought them to the Americas. Some Portuguese and Europeans participated in slave raids. As the National Museums Liverpool explains: ""European traders captured some Africans in raids along the coast, but bought most of them from local African or African-European dealers."" European slave traders generally did not participate in slave raids. This was primarily because life expectancy for Europeans in sub-Saharan Africa was less than one year during the period of the slave trade due to malaria that was endemic to the African continent. Portuguese coastal raiders found that slave raiding was too costly and often ineffective and opted for established commercial relations. The colonial South Atlantic and Caribbean economies were particularly dependent on slave labour for the production of sugarcane and other commodities. This was viewed as crucial by those Western European states which were vying with one another to create overseas empires. The Portuguese, in the th century, were the first to transport slaves across the Atlantic. In , they completed the first transatlantic slave voyage to Brazil, and other Europeans soon followed. Shipowners regarded the slaves as cargo to be transported to the Americas as quickly and cheaply as possibl",Atlantic slave trade | 1525 establishments | 1870 disestablishments | African slave trade | Black British history,2025-06-22 19:40:04
Middle Passage,https://en.wikipedia.org/wiki/Middle_Passage,"The Middle Passage was the stage of the Atlantic slave trade in which millions of Africans sold for enslavement were forcibly transported to the Americas as part of the triangular slave trade. Ships departed Europe for African markets with manufactured goods (first side of the triangle), which were then traded for captive Africans. Slave ships transported the African captives across the Atlantic (second side of the triangle). The proceeds from selling these enslaved people were then used to buy products such as furs and hides, tobacco, sugar, rum, and raw materials, which would be transported back to Europe (third side of the triangle, completing it). The First Passage was the forced march of Africans from their inland homes, where they had been captured for enslavement by rulers of other African states or members of their own ethnic group, to African ports. Here they were imprisoned until they were sold and loaded onto a ship. The Final Passage was the journey from the port of disembarkation in the Americas to the plantation or other destination for enslavement into forced labor. The Middle Passage across the Atlantic joined these two. Voyages on the Middle Passage were large financial undertakings, generally organized by companies or groups of investors rather than individuals. The first European slave ship transported African captives from São Tomé to New Spain in . Portuguese and Dutch traders dominated the trade in the th and th centuries, though by the th they were supplanted by the British and French. Other European nations involved were Spain, Denmark–Norway, Sweden, Poland–Lithuania, Prussia, and various Italian city-states as well as traders from the United States. The enslaved Africans came mostly from the regions of Senegambia, Upper Guinea, Windward Coast, Gold Coast, Bight of Benin, Bight of Biafra, and Angola. With the growing abolitionist movement in Europe and the Americas, the transatlantic slave trade gradually declined until being fully abolished",Atlantic slave trade | History of the Atlantic Ocean | Pre-emancipation African-American history,2025-06-22 19:40:04
Slavery in the United States,https://en.wikipedia.org/wiki/Slavery_in_the_United_States,"The legal institution of human chattel slavery, comprising the enslavement primarily of Africans and African Americans, was prevalent in the United States of America from its founding in  until , predominantly in the South. Slavery was established throughout European colonization in the Americas. From , during the early colonial period, it was practiced in what became Britain's colonies, including the Thirteen Colonies that formed the United States. Under the law, children were born into slavery, and an enslaved person was treated as property that could be bought, sold, or given away. Slavery lasted in about half of U.S. states until abolition in , and issues concerning slavery seeped into every aspect of national politics, economics, and social custom. In the decades after the end of Reconstruction in , many of slavery's economic and social functions were continued through segregation, sharecropping, and convict leasing. Involuntary servitude as a punishment for crime remains legal. By the time of the American Revolutionary War (–), the status of enslaved people had been institutionalized as a racial caste associated with African ancestry. During and immediately following the Revolution, abolitionist laws were passed in most Northern states and a movement developed to abolish slavery. The role of slavery under the United States Constitution () was the most contentious issue during its drafting. The Three-Fifths Clause of the Constitution gave slave states disproportionate political power, while the Fugitive Slave Clause (Article IV, Section , Clause ) provided that, if a slave escaped to another state, the other state could not prevent the return of the slave to the person claiming to be his or her owner. All Northern states had abolished slavery to some degree by , sometimes with completion at a future date, and sometimes with an intermediary status of unpaid indentured servitude. Abolition was in many cases a gradual process. Some slaveowners, primarily in the Up",Slavery in the United States | Pre-emancipation African-American history | 1776 establishments in the United States | 1865 disestablishments in the United States | African-American-related controversies,2025-06-22 19:40:07
Underground Railroad,https://en.wikipedia.org/wiki/Underground_Railroad,"The Underground Railroad was an organized network of secret routes and safe houses used by fugitive slaves to escape to the abolitionist Northern United States and Eastern Canada prior to the  abolition of slavery in the United States. Enslaved Africans and African Americans escaped from slavery as early as the th century and many of their escapes were unaided. However, a network of safe houses generally known as the Underground Railroad began to organize in the s among Abolitionist Societies in the North. It ran north and grew steadily until the Emancipation Proclamation was signed in  by President Abraham Lincoln.  The escapees sought primarily to escape into free states, and potentially from there to Canada. The Underground Railroad started at the place of enslavement. The routes followed natural and man-made modes of transportation - rivers, canals, bays, the Atlantic Coast, ferries and river crossings, road and trails. Locations close to ports, free territories and international boundaries prompted many escapes. As research continues, new routes are discovered and will be represented on the map. The network, primarily the work of free and enslaved African Americans, was assisted by abolitionists and others sympathetic to the cause of the escapees. The enslaved people who risked capture and those who aided them are also collectively referred to as the passengers and conductors of the Railroad, respectively. Various other routes led to Mexico, where slavery had been abolished, and to islands in the Caribbean that were not part of the slave trade. An earlier escape route running south toward Florida, then a Spanish possession (except –), existed from the late th century until approximately . During the American Civil War, freedom seekers escaped to Union lines in the South to obtain their freedom. One estimate suggests that by , approximately , slaves had escaped to freedom via the network. According to former professor of Pan-African studies J. Blaine Hudson, who",Underground Railroad | 18th-century establishments in the United States | 1865 disestablishments in the United States | Abolitionism in the United States | Secret places in the United States,2025-06-22 19:40:08
Great Migration (African American),https://en.wikipedia.org/wiki/Great_Migration_(African_American),"The Great Migration, sometimes known as the Great Northward Migration or the Black Migration, was the movement of six million African Americans out of the rural Southern United States to the urban Northeast, Midwest, and West between  and . It was substantially caused by poor economic and social conditions due to prevalent racial segregation and discrimination in the Southern states where Jim Crow laws were upheld.  In particular, continued lynchings motivated a portion of the migrants, as African Americans searched for social reprieve. The historic change brought by the migration was amplified because the migrants, for the most part, moved to the then-largest cities in the United States (New York City, Chicago, Detroit, Los Angeles, San Francisco, Philadelphia, Cleveland, and Washington, D.C.) at a time when those cities had a central cultural, social, political, and economic influence over the United States; there, African Americans established culturally influential communities of their own. According to Isabel Wilkerson, despite the losses they felt leaving their homes in the South, and despite the barriers which the migrants faced in their new homes, the migration was an act of individual and collective agency, which changed the course of American history, a ""declaration of independence"" which was written by their actions. From the earliest U.S. population statistics in  until , more than % of the African-American population lived in the American South, making up the majority of the population in three Southern states, namely Louisiana (until about ), South Carolina (until the s), and Mississippi (until the s). But by the end of the Great Migration, just over half of the African-American population lived in the South, while a little less than half lived in the North and West. Moreover, the African-American population had become highly urbanized. In , only one-fifth of African Americans in the South were living in urban areas. By , half of the African Americans ",20th century in the United States | African-American demographics | African-American history between emancipation and the civil rights movement | African-American refugees | History of the Midwestern United States,2025-06-22 19:40:09
Diana Ross,https://en.wikipedia.org/wiki/Diana_Ross,"Diana Ross (born Diane Ernestine Earle Ross March , ) is an American singer and actress. Known as the ""Queen of Motown Records"", she was the lead singer of the vocal group the Supremes, who became Motown's most successful act during the s and one of the world's best-selling girl groups of all time. They remain the best-charting female group in history, with a total of  number-one pop singles on the U.S. Billboard Hot . Following her departure from the Supremes in , Ross embarked on a successful solo music career with the release of her eponymous debut solo album. She went on to release  studio albums, including Touch Me in the Morning (), Diana Ross (), Diana (), Why Do Fools Fall in Love () and Swept Away (). Her singles ""Ain't No Mountain High Enough"", ""Touch Me in the Morning"", ""Theme from Mahogany (Do You Know Where You're Going To)"", ""Love Hangover"", ""Upside Down"" and ""Endless Love"", all topped the Billboard Hot , making her the female solo act with the most number-one songs in the United States at the time. Her success continued throughout the s and s with global hits, including ""I'm Coming Out"", ""Why Do Fools Fall in Love"", ""All of You"", ""Chain Reaction"", ""If We Hold on Together"", and ""When You Tell Me That You Love Me"". Ross has also achieved mainstream success and recognition as an actress. Her first role was her Golden Globe Award-winning and Academy Award-nominated portrayal of Billie Holiday in the film Lady Sings the Blues (), which made her the first African-American actress to receive an Academy Award nomination for a debut film performance. The film's soundtrack became her only solo album to reach number-one on the U.S. Billboard  chart. She also starred in two other feature films, Mahogany () and The Wiz (), and later appeared in the television films Out of Darkness (), for which she was nominated for a Golden Globe Award, and Double Platinum (). Ross was named the ""Female Entertainer of the Century"" by Billboard in . Since her solo career began in ",Diana Ross | 1944 births | 20th-century African-American actresses | 20th-century American actresses | 20th-century American singers,2025-06-22 19:40:11
Tina Turner,https://en.wikipedia.org/wiki/Tina_Turner,"Tina Turner (born Anna Mae Bullock; November ,  – May , ) was a singer, songwriter, actress, and author. Dubbed the ""Queen of Rock 'n' Roll"", her vocal prowess, raspy voice, and electrifying stage presence broke the racial barrier in rock music. Turner rose to prominence in  as the lead singer of the husband-wife duo Ike & Tina Turner, known for their explosive live performances with the Ikettes and Kings of Rhythm. Their tumultuous marriage led to a disbanding in , and she embarked on a successful solo career, becoming one of the best-selling recording artists of all time, with estimated sales of  million records. In , Turner launched ""one of the greatest comebacks in music history"", with her multi-platinum album Private Dancer. Her single ""What's Love Got to Do with It"" won the Grammy Award for Record of the Year and became her only number-one song on the Billboard Hot . Turner's worldwide chart success continued with ""Let's Stay Together"", ""Better Be Good to Me"", ""Private Dancer"", ""We Don't Need Another Hero (Thunderdome)"", ""It's Only Love"", ""Typical Male"", ""The Best"", ""I Don't Wanna Lose You"", ""I Don't Wanna Fight"", and ""GoldenEye"". Turner's Break Every Rule World Tour (–) became the highest-grossing female tour of the s and set a Guinness World Record for the then-largest paying audience in a concert (,). Her success as a live performer continued with Wildest Dreams Tour (–), the second highest-grossing female tour of the s, and Twenty Four Seven Tour (), the highest-grossing tour of the year in North America. In , she retired from performing after completing her Tina!: th Anniversary Tour. As an actress, Turner appeared in the films Tommy (), Mad Max Beyond Thunderdome () and Last Action Hero (). Her life was dramatized in the film What's Love Got to Do with It (), based on her autobiography I, Tina: My Life Story (). She was also the subject of the jukebox musical Tina () and documentary film Tina (). Turner received  Grammy Awards, which include a Grammy Lif",Tina Turner | 1939 births | 2023 deaths | 20th-century African-American women singers | 20th-century American women singers,2025-06-22 19:40:12
Donna Summer,https://en.wikipedia.org/wiki/Donna_Summer,"Donna Adrian Gaines (December ,  – May , ), known professionally as Donna Summer, was an American singer and songwriter. She gained prominence during the disco era of the s and became known as the ""Queen of Disco"", while her music gained a global following. Born and raised in Boston, Summer dropped out of high school before graduating and began her career as the lead singer of a blues rock band named Crow and moved to New York City. In , she joined the German adaptation of the musical Hair in Munich, where she spent several years living, acting, and singing. There, she met music producers Giorgio Moroder and Pete Bellotte, and released her first album, the European market-only Lady of the Night in . Following the recording and European release of the groundbreaking disco anthem, ""Love to Love You Baby"", she signed with Casablanca Records in , where it was released in North America. In the US, the single became her first top five hit on the Billboard Hot , peaking at number  in . Summer's first three Casablanca albums — Love to Love You Baby, A Love Trilogy and Four Seasons of Love — all went gold in the US and established her as the ""First Lady of Love"". Her fourth Casablanca release, I Remember Yesterday (), boosted the top ten US and number one UK hit, ""I Feel Love"", which has since been hailed as one of the most important records in pop music history. After recording much of her first six albums in Munich with Moroder and Belotte, Summer and the producers relocated to the United States, where Summer would continue to record successful singles such as ""Last Dance"", MacArthur Park"", ""Heaven Knows"", ""Hot Stuff"", ""Bad Girls"", ""Dim All the Lights"", ""No More Tears (Enough Is Enough)"" with Barbra Streisand, and ""On the Radio"". Starting in , Summer first topped the Billboard  with the live album, Live and More, thus beginning a streak of three consecutive number one albums, including Bad Girls () and the compilation album, On the Radio: Greatest Hits Volumes I & II (). I",Donna Summer | 1948 births | 2012 deaths | Grammy Award winners | Grammy Award winners for dance and electronic music,2025-06-22 19:40:13
Lauryn Hill,https://en.wikipedia.org/wiki/Lauryn_Hill,"Lauryn Noelle Hill (born May , ) is an American rapper, singer, songwriter, and record producer. She is celebrated as one of the most influential musical artists of her generation. Hill is credited with breaking barriers for female rappers, contributing to the mainstream success of both hip-hop and neo soul, and blending rap with melodic vocals. She has been honored as one of the  Great Voices by NPR, and one of the  Greatest Singers of All Time by Rolling Stone. In , Billboard named her the greatest female rapper. Among her accolades are eight Grammy Awards—the most for any female rapper. Hill began her career as a teen actress, appearing in As the World Turns () and Steven Soderbergh's drama film King of the Hill (). Her performance as Rita in the film Sister Act : Back in the Habit () earned widespread praise. Hill gained further prominence as the frontwoman of the Fugees, which she formed in  with Wyclef Jean and Pras. Their second album, The Score (), topped the Billboard  and made Hill the first woman to win a Grammy Award for Best Rap Album. The album featured the hit single ""Killing Me Softly"", which became the best-selling single of  in multiple regions, including the UK. Its popularity was so immense that it was pulled from stores to prioritize the release of the album's next single, ""Ready or Not"". That same year, she guest appeared on Nas' single ""If I Ruled the World (Imagine That)"". Her debut solo album, The Miseducation of Lauryn Hill (), became the first album by a female rapper to debut atop the Billboard . Along with critical acclaim, its lead single, ""Doo Wop (That Thing)"", debuted atop the Billboard Hot , making Hill the first artist to debut at No.  on both charts with their first entries.The Miseducation became the first recording by a female rapper to become diamond certified by the Recording Industry Association of America (RIAA), and spawned three hit songs: ""Ex-Factor"", ""Nothing Even Matters"", and ""Lost Ones"". At the st Grammy Awards, she b",Lauryn Hill | 1975 births | Living people | 20th-century African-American actresses | 20th-century American actresses,2025-06-22 19:40:15
Alicia Keys,https://en.wikipedia.org/wiki/Alicia_Keys,"Alicia Augello Cook (born January , ), known professionally as Alicia Keys, is an  American singer and songwriter. A classically trained pianist, Keys began composing songs at the age of  and was signed by Columbia Records at . After disputes with the label, she signed with J Records to release her debut studio album, Songs in A Minor (). Met with critical acclaim and commercial success, the album sold over  million copies worldwide and won five awards at the th Annual Grammy Awards. It contained the Billboard Hot -number one single ""Fallin'"". Her second album, The Diary of Alicia Keys (), was met with continued success, selling eight million units worldwide and spawning the singles ""You Don't Know My Name"", ""If I Ain't Got You"", and ""Diary"" (featuring Tony! Toni! Toné!). Its release earned an additional four Grammy Awards. Her  duet with Usher, ""My Boo"", became her second number-one single in the US. Keys's first live album, Unplugged (), spawned the single ""Unbreakable"" and made her the first female artist to have an MTV Unplugged project debut atop the Billboard . Her third album, As I Am (), sold seven million units worldwide and yielded her third Billboard Hot -number one single, ""No One"". In , Keys made her film debut in the action-thriller Smokin' Aces, and performed the theme song to the James Bond film Quantum of Solace with her single ""Another Way to Die"" (with Jack White) the following year. Her fourth album, The Element of Freedom (), peaked atop the UK Albums Chart, sold four million copies worldwide, and was supported by the singles ""Doesn't Mean Anything"", ""Try Sleeping with a Broken Heart"", and ""Un-Thinkable (I'm Ready)"". Keys guest appeared on Jay-Z's  single ""Empire State of Mind"", which became her fourth number-one hit in the US. Her fifth album, Girl on Fire (), was her fourth non-consecutive album to peak the Billboard , and was supported by its lead single of the same name; her sixth album, Here (), peaked at number two on the chart. Her sevent",Alicia Keys | 1981 births | Living people | 20th-century African-American actresses | 20th-century American actresses,2025-06-22 19:40:16
Usher (musician),https://en.wikipedia.org/wiki/Usher_(musician),"Usher Raymond IV (born October , ) is an American singer, songwriter, dancer, and actor. With some publications referring to him as the King of R&B, he is recognized as an influential figure in contemporary R&B and pop music. In , Usher released his self-titled debut album at the age of . He rose to fame with the release of his second album, My Way (), which spawned his first Billboard Hot  number-one single ""Nice & Slow"", and the top-two singles: the title track and ""You Make Me Wanna..."". His third album,  (), saw continued success, selling eight million copies and yielding two number-one singles, ""U Remind Me"" and ""U Got It Bad"", as well as the top-three single, ""U Don't Have to Call"". Confessions () established Usher as one of the best-selling musical artists of the s, supported by four consecutive number-one singles—""Yeah!"", ""Burn"", ""Confessions Part II"", and ""My Boo""—and the top-ten ""Caught Up"". The album sold over  million copies worldwide and received a diamond certification from the Recording Industry Association of America (RIAA). After splitting from his manager and mother Jonnetta Patton in , he released the album Here I Stand (), which spawned the number-one single ""Love in This Club"". Billboard named him the second most successful artist of the decade, the number-one Hot  artist of the decade, and ranked Confessions as the top solo album of the decade. Usher's sixth album, Raymond v. Raymond (), contained his ninth number-one single, ""OMG"", making him one of the few artists to top the Billboard Hot  in three consecutive decades. His debut extended play, Versus (), produced the top-five single ""DJ Got Us Fallin' in Love"". Usher's seventh album, Looking  Myself () saw further electronic production and spawned the top-ten single ""Scream"". He followed it with the albums Hard II Love () and Coming Home (). His Super Bowl LVIII halftime show in  drew  million viewers within the United States. Usher has sold over  million records worldwide, making him one of ",Usher (musician) | 1978 births | Living people | 20th-century African-American male singers | 20th-century American male singers,2025-06-22 19:40:18
Chris Brown,https://en.wikipedia.org/wiki/Chris_Brown,"Christopher Maurice Brown (born May , ) is an American singer, songwriter, dancer, and actor. A pop and hip-hop-influenced R&B musician who works in a variety of genres, he has been called the ""King of R&B"" by some of his contemporaries. His lyrics often address emotional and hedonistic themes. His singing and dancing skills have often been compared favorably to those of Michael Jackson. In , Brown signed with Jive Records. The following year, he released his eponymous debut studio album, which went triple platinum. Brown topped the Billboard Hot  chart with his debut single, ""Run It!"", making him the first male artist since  to do so. His second album, Exclusive (), was commercially successful worldwide and spawned his second Billboard Hot  number-one single, ""Kiss Kiss"". In , Brown pleaded guilty to felony assault of singer Rihanna, who was then his girlfriend, and was sentenced to five years probation and six months community service. The same year, he released his third album, Graffiti, which was considered to be a commercial failure. Following Graffiti, Brown released his fourth album F.A.M.E. (), which was his first album to top the Billboard . The album contained three commercially successful singles—""Yeah x"", Diamond certified ""Look at Me Now"" and ""Beautiful People""—and earned him the Grammy Award for Best R&B Album. His fifth album, Fortune, released in , topped the Billboard . Following the releases of X () and Royalty (), both peaking in the top three of the Billboard , his eighth album, Heartbreak on a Full Moon (), a double-disc LP consisting of  tracks, was certified gold for combined sales and album-equivalent units of over , after one week, and later certified double platinum. Brown's ninth studio album, Indigo () found similar success, debuting atop the Billboard . It included the single ""No Guidance"" which broke the record for longest-running number one on Billboard's R&B/Hip-Hop Airplay chart. Its chart success was outdone with the single ""Go Craz",Chris Brown | 1989 births | Living people | 21st-century African-American male singers | 21st-century American male actors,2025-06-22 19:40:20
Rihanna,https://en.wikipedia.org/wiki/Rihanna,"Robyn Rihanna Fenty (/riˈænə/ ⓘ ree-AN-ə;n  born February , ) is a Barbadian singer, businesswoman, and actress. She has had a significant cultural impact through both her music and fashion ventures. Rihanna is one of the wealthiest and best-selling musicians of all time, with estimated sales of  million records. Her accolades include nine Grammy Awards, twelve Billboard Music Awards, and thirteen American Music Awards. Rihanna was discovered by producer Evan Rogers and signed to Def Jam Recordings in , debuting with the Caribbean-inspired records Music of the Sun () and A Girl Like Me (). The albums peaked within the top ten of the U.S. Billboard , producing the singles ""Pon de Replay"" and ""SOS"", which peaked at number two and one on the U.S. Billboard Hot , respectively. Adopting a more mature image, Rihanna transitioned to dance-pop and R&B on the album Good Girl Gone Bad () and its reissue, subtitled Reloaded (). The project spawned a string of successful singles, including the U.S. number-one songs ""Umbrella"", ""Take a Bow"", and ""Disturbia"". After exploring darker and more personal themes on the rock-imbued record Rated R (), Rihanna returned to her more upbeat sound on the dance-pop sets Loud () and Talk That Talk (), and later ventured into electropop and synth-pop on Unapologetic (), which became her first album to top the Billboard . The albums contained the Billboard Hot  number-one singles ""Rude Boy"", ""Only Girl (In the World)"", ""What's My Name?"", ""S&M"", ""We Found Love"", and ""Diamonds"". After her departure from Def Jam in favor of Jay-Z's label, Roc Nation, she released the dancehall-influenced record Anti (), which became her second chart-topping album, yielding the U.S. number-one single ""Work"". Her films include Battleship (), Home (), and Ocean's  (). The highest-certified female digital single artist by Recording Industry Association of America (RIAA), Rihanna has seven U.S. diamond certified singles and fourteen number-one singles on the Billboard Ho",Rihanna | 1988 births | Living people | 21st-century Barbadian women | 21st-century Barbadian people,2025-06-22 19:40:22
