source,url,title,search_term,content,categories,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/South_African_Heritage_Resources_Agency,South African Heritage Resources Agency,African heritage,"The South African Heritage Resources Agency (SAHRA) is the national administrative body responsible for the protection of South Africa's cultural heritage. It was established through the National Heritage Resources Act, number 25 of 1999 and together with provincial heritage resources authorities is one of the bodies that replaced the National Monuments Council.","South African Heritage Resources Agency, Government agencies of South Africa, Heritage registers in South Africa, Heritage registers, South African organisation stubs",2025-06-22 19:14:13
Wikipedia,https://en.wikipedia.org/wiki/Music_of_African_heritage_in_Cuba,Music of African heritage in Cuba,African heritage,"Music of African heritage in Cuba derives from the musical traditions of the many ethnic groups from different parts of West and Central Africa that were brought to Cuba as slaves between the 16th and 19th centuries. Members of some of these groups formed their own ethnic associations or cabildos, in which cultural traditions were conserved, including musical ones. Music of African heritage, along with considerable Iberian (Spanish) musical elements, forms the fulcrum of Cuban music. Much of this music is associated with traditional African religion – Lucumi, Palo, and others – and preserves the languages formerly used in the African homelands. The music is passed on by oral tradition and is often performed in private gatherings difficult for outsiders to access. Lacking melodic instruments, the music instead features polyrhythmic percussion, voice (call-and-response), and dance. As with other musically renowned New World nations such as the United States, Brazil and Jamaica, Cuban mus","Afro-Cuban culture, Music of Cuba, Cuban styles of music",2025-06-22 19:14:15
Wikipedia,https://en.wikipedia.org/wiki/Black_Arts_Movement,Black Arts Movement,Black art movement,"The Black Arts Movement (BAM) was an African-American-led art movement that was active during the 1960s and 1970s. Through activism and art, BAM created new cultural institutions and conveyed a message of black pride. The movement expanded from the accomplishments of artists of the Harlem Renaissance. Famously referred to by Larry Neal as the ""aesthetic and spiritual sister of Black Power"", BAM applied these same political ideas to art and literature. and artists found new inspiration in their African heritage as a way to present the black experience in America. Artists such as Aaron Douglas, Hale Woodruff, and Meta Vaux Warrick Fuller pioneered the movement with a distinctly modernist aesthetic. This style influenced the proliferation of African American art during the twentieth century. The poet and playwright Amiri Baraka is widely recognized as the founder of BAM. In 1965, he established the Black Arts Repertory Theatre School (BART/S) in Harlem. Baraka's example inspired many othe","Black Arts Movement, 1964 introductions, 20th-century American literature, 20th-century art movements, African and Black nationalism",2025-06-22 19:14:19
Wikipedia,https://en.wikipedia.org/wiki/COBRA_(art_movement),COBRA (art movement),Black art movement,"COBRA or Cobra, often stylized as CoBrA, was a European avant-garde art group active from 1948 to 1951. The name was coined in 1948 by Christian Dotremont from the initials of the members' home countries' capital cities: Copenhagen (Co), Brussels (Br), Amsterdam (A). During the time of occupation of World War II, the Netherlands had been disconnected from the art world beyond its borders. CoBrA was formed shortly thereafter. This international movement of artists who worked experimentally evolved from the criticisms of Western society and a common desire to break away from existing art movements, including the ""detested"" naturalism and the ""sterile"" abstraction. Experimentation was the symbol of an unfettered freedom, which, according to Constant, was ultimately embodied by children and the expressions of children. CoBrA was formed by Karel Appel, Constant, Corneille, Christian Dotremont, Asger Jorn, and Joseph Noiret on 8 November 1948 in the Café Notre-Dame, Paris, with the signing o","Art Informel and Tachisme, Modern art, European artist groups and collectives, Art movements, School of Paris",2025-06-22 19:14:23
Wikipedia,https://en.wikipedia.org/wiki/Realism_(art_movement),Realism (art movement),Black art movement,"Realism was an artistic movement that emerged in France in the 1840s. Realists rejected Romanticism, which had dominated French literature and art since the early 19th century. The artist Gustave Courbet, the original proponent of Realism, sought to portray real and typical contemporary people and situations with truth and accuracy, not avoiding unpleasant or sordid aspects of life. Realism revolted against the exotic subject matter, exaggerated emotionalism, and the drama of the Romantic movement, often focusing on unidealized subjects and events that were previously rejected in artwork. Realist works depicted people of all social classes in situations that arise in ordinary life, and often reflected the changes brought by the Industrial and Commercial Revolutions. Realism was primarily concerned with how things appeared to the eye, rather than containing ideal representations of the world. Realism spread to other countries, maintaining similar principles with some differences arising","Realism (art movement), Art movements, French art movements, History of art, 19th century in art",2025-06-22 19:14:24
Wikipedia,https://en.wikipedia.org/wiki/Black_Art_(poem),Black Art (poem),Black art movement,"""Black Art"" is a poem written by African-American poet Amiri Baraka. It was written in 1965 after the assassination of Malcolm X while still known as LeRoi Jones. The poem issued a clarion call for art by and for Black people: We want a black poem. And a Black World. Let the world be a Black Poem And Let All Black People Speak This Poem Silently or LOUD","1965 poems, Black Arts Movement, Black Power, Poetry by Amiri Baraka",2025-06-22 19:14:25
Wikipedia,https://en.wikipedia.org/wiki/Lowbrow_(art_movement),Lowbrow (art movement),Black art movement,"Lowbrow, or lowbrow art, is an underground visual art movement that arose in the Los Angeles, California area in the late 1960s. It is a populist art movement with its cultural roots in underground comix, punk music, tiki culture, graffiti, and hot-rod cultures of the street. It is also often known by the name pop surrealism. Lowbrow art often has a sense of humor – sometimes the humor is gleeful, impish, or a sarcastic comment. Most lowbrow artworks are paintings, but there are also toys, digital art, and sculpture. Some of the first artists to create what came to be known as lowbrow art were underground cartoonists like Robert Williams and Gary Panter. Barry McGee, Margaret Kilgallen, Dan ""Plasma"" Rauch and Camilla Elke were amongst the first to pioneer Lowbrow as a street art, zine, fashion, graffiti, and counter culture movement. The purpose of the lowbrow movement was to take an unorthodox approach to art and to completely defy its ""rules"". This resulted in pushback from significa","American art movements, American contemporary art, Contemporary art movements, Art in Greater Los Angeles, Underground culture",2025-06-22 19:14:26
Wikipedia,https://en.wikipedia.org/wiki/Dada,Dada,Black art movement,"Dada (/ˈdɑːdɑː/) or Dadaism was an anti-establishment art movement that developed in 1915 in the context of the Great War and the earlier anti-art movement. Early centers for dadaism included Zürich and Berlin. Within a few years, the movement had spread to New York City and a variety of artistic centers in Europe and Asia. Within the umbrella of the movement, people used a wide variety of artistic forms to protest the logic, reason, and aestheticism of modern capitalism and modern war. To develop their protest, artists tended to make use of nonsense, irrationality, and an anti-bourgeois sensibility. The art of the movement began primarily as performance art, but eventually spanned visual, literary, and sound media, including collage, sound poetry, cut-up writing, and sculpture. Dadaist artists expressed their discontent toward violence, war, and nationalism and maintained political affinities with radical politics on the left-wing and far-left politics. The movement had no shared arti","Dada, Avant-garde art, Art movements, 20th-century German literature, Counterculture of the 1910s",2025-06-22 19:14:28
Wikipedia,https://en.wikipedia.org/wiki/Black_Lives_Matter,Black Lives Matter,Black art movement,"Black Lives Matter (BLM) is a decentralized political and social movement that aims to highlight racism, discrimination and racial inequality experienced by black people, and to promote anti-racism. Its primary concerns are police brutality and racially motivated violence against black people. The movement began in response to the killings of Trayvon Martin, Michael Brown, Eric Garner, and Rekia Boyd, among others. BLM and its related organizations typically advocate for various policy changes related to black liberation and criminal justice reform. While there are specific organizations that label themselves ""Black Lives Matter"", such as the Black Lives Matter Global Network Foundation, the overall movement is a decentralized network with no formal hierarchy. As of 2021[update], there are about 40 chapters in the United States and Canada. The slogan ""Black Lives Matter"" itself has not been trademarked by any group. In 2013, activists and friends Alicia Garza, Patrisse Cullors, and Ayọ","Black Lives Matter, 21st-century social movements, 2010s controversies in the United States, 2020s controversies in the United States, 2013 establishments in the United States",2025-06-22 19:14:30
Wikipedia,https://en.wikipedia.org/wiki/Black_power_movement,Black power movement,Black art movement,"The Black power movement or Black liberation movement emerged in the mid-1960s from the mainstream civil rights movement in the United States, reacting against its moderate and incremental tendencies and representing the demand for more immediate action to counter White supremacy. Many of its ideas were influenced by Malcolm X's criticism of Martin Luther King Jr.'s peaceful protest methods. The 1965 assassination of Malcolm X, coupled with the urban riots of 1964 and 1965, ignited the movement. While thinkers such as Malcolm X influenced the early movement, the views of the Black Panther Party, founded in 1966, are widely seen as the cornerstone. Black power was influenced by philosophies such as pan-Africanism, Black nationalism, and socialism, as well as contemporary events such as the Cuban Revolution and the decolonization of Africa. During the peak of the Black power movement in the late 1960s and early 1970s, many African Americans adopted ""Afro"" hairstyles, African clothes, or ","Black Power, African-American cultural history, Counterculture of the 1960s, Counterculture of the 1970s, Counterculture of the 1980s",2025-06-22 19:14:31
Wikipedia,https://en.wikipedia.org/wiki/Culture_of_the_Caribbean,Culture of the Caribbean,Caribbean culture,"Cultural diversity by region The term Caribbean culture summarizes the artistic, musical, literary, culinary, political and social elements that are representative of Caribbean people all over the world. As a collection of settler nations, the contemporary Caribbean has been shaped by waves of migration that have combined to form a unique blend of customs, cuisine, and traditions that have marked the socio-cultural development of the area.",Culture of the Caribbean,2025-06-22 19:14:35
Wikipedia,https://en.wikipedia.org/wiki/Afro-Caribbean_people,Afro-Caribbean people,Caribbean culture,"Afro-Caribbean or African Caribbean people are Caribbean people who trace their full or partial ancestry to Sub-Saharan Africa. The majority of the modern Afro-Caribbean people descend from the Africans (primarily from West and Central Africa) taken as slaves to colonial Caribbean via the trans-Atlantic slave trade between the 15th and 19th centuries to work primarily on various sugar plantations and in domestic households. Other names for the ethnic group include Black Caribbean, Afro- or Black West Indian, or Afro- or Black Antillean. The term West Indian Creole has also been used to refer to Afro-Caribbean people, as well as other ethnic and racial groups in the region, though there remains debate about its use to refer to Afro-Caribbean people specifically. The term Afro-Caribbean was not coined by Caribbean people themselves but was first used by European Americans in the late 1960s. People of Afro-Caribbean descent today are largely of West African and Central African ancestry, a","African diaspora in the Caribbean, Caribbean people of African descent, Ethnic groups in the Caribbean",2025-06-22 19:14:37
Wikipedia,https://en.wikipedia.org/wiki/British_African-Caribbean_people,British African-Caribbean people,Caribbean culture,"British African-Caribbean people or British Afro-Caribbean people are an ethnic group in the United Kingdom. They are British citizens or residents of recent Caribbean heritage who further trace much of their ancestry to West and Central Africa. This includes multi-racial Afro-Caribbean people. The earliest generations of Afro-Caribbean people to migrate to Britain trace their ancestry to a wide range of Afro-Caribbean ethnic groups, who themselves descend from the disparate African ethnic groups transported to the colonial Caribbean as part of the trans-Atlantic slave trade. British African Caribbeans may also have ancestry from European and Asian settlers, as well as from various Indigenous peoples of the Caribbean. The population includes those with origins in Jamaica, Trinidad and Tobago, The Bahamas, Saint Kitts and Nevis, Barbados, Grenada, Antigua and Barbuda, Saint Lucia, Dominica, Montserrat, British Virgin Islands, Turks and Caicos Islands, Cayman Islands, Anguilla, Saint Vin","African diaspora in the Caribbean, Black British people, British people of West Indian descent, Caribbean diaspora in the United Kingdom, African secondary diaspora",2025-06-22 19:14:38
Wikipedia,https://en.wikipedia.org/wiki/List_of_Caribbean_music_genres,List of Caribbean music genres,Caribbean culture,"Caribbean music genres are very diverse. They are each synthesis of African, European, Asian and Indigenous influences, largely created by descendants of African enslaved people (see Afro-Caribbean music), along with contributions from other communities (such as Indo-Caribbean music). Some of the styles to gain wide popularity outside the Caribbean include, bachata, merengue, palo, mambo, baithak gana, bouyon, cadence-lypso, calypso, soca, chutney, chutney-soca, compas, dancehall, jing ping, parang, pichakaree, punta, ragga, reggae, dembow, reggaeton, salsa, and zouk. Caribbean music is also related to Central American and South American music. The history of Caribbean music originates from the history of the Caribbean itself. That history is one of the native land invaded by outsiders; violence, slavery, and even genocide factor in.","Caribbean music, Music of Latin America, Lists of music genres",2025-06-22 19:14:40
Wikipedia,https://en.wikipedia.org/wiki/Caribbean_cuisine,Caribbean cuisine,Caribbean culture,"Caribbean cuisine is a fusion of West African, Creole, Amerindian, European, Latin American, Indian/South Asian, Chinese, Javanese/Indonesian, North American, and Middle Eastern cuisines. These traditions were brought from many countries when they moved to the Caribbean. In addition, the population has created styles that are unique to the region. As a result of the colonization, the Caribbean is a fusion of multiple sources; British, Spanish, Dutch and French colonized the area and brought their respective cuisines that mixed with West African as well as Amerindian, Indian/South Asian, East Asian, Portuguese, and Arab, influences from enslaved, indentured and other laborers brought to work on the plantations. In 1493, during the voyages of Christopher Columbus, the Spaniards introduced a variety of ingredients, including coconut, chickpeas, cilantro, eggplants, onions and garlic.",Caribbean cuisine,2025-06-22 19:14:41
Wikipedia,https://en.wikipedia.org/wiki/List_of_Caribbean_carnivals_around_the_world,List of Caribbean carnivals around the world,Caribbean culture,"Caribbean Carnival is the cultural celebration held annually throughout the year in many Caribbean islands and worldwide. It is a highly anticipated festival in the Caribbean where locals and visitors come together to dance, savor cultural music, and indulge in delicious foods. It stems from a pagan holiday, later adopted by the Roman Catholic Church as Carne Vale. European slave traders brought it to the Caribbean, excluding African slaves and hosting lavish masquerade balls. After emancipation, freed African slaves transformed the festival into a celebration of freedom, blending African heritage and Caribbean Creole culture. In 1834, the Caribbean festival took root in Trinidad and Tobago, when French settlers brought the Fat Tuesday masquerade tradition to the island. It soon became a vibrant celebration, blending Creole Canboulay festivities with the European masquerade, eventually evolving into the modern Caribbean Carnival. At its start, formerly enslaved individuals expressed th","Festivals of Caribbean culture abroad, Calypso music, Caribbean-related lists, Carnivals in North America, Music festivals in the Caribbean",2025-06-22 19:14:42
Wikipedia,https://en.wikipedia.org/wiki/Caribbean_Airlines,Caribbean Airlines,Caribbean culture,"Caribbean Airlines Limited is the state-owned airline and flag carrier of Trinidad and Tobago and Jamaica. Headquartered in Iere House in Piarco, the airline operates flights to the Caribbean, North America and South America from its base at Piarco International Airport, Trinidad. Presently Caribbean Airlines employs more than 1,600 people and is the largest airline in the Caribbean. The company slogan is The Warmth of the Islands. Caribbean Airlines was incorporated in the Republic of Trinidad and Tobago on 27 September 2006.","Caribbean Airlines, Airlines of Jamaica, Airlines of Trinidad and Tobago, Cargo airlines of Trinidad and Tobago, Government-owned airlines",2025-06-22 19:14:44
Wikipedia,https://en.wikipedia.org/wiki/Caribana,Caribana,Caribbean culture,"The Toronto Caribbean Carnival, formerly and affectionately known as Caribana, is a festival of Caribbean culture and traditions held each summer in the city of Toronto, Ontario, Canada. It is a pan-Caribbean Carnival event and has been billed as North America's largest Festival, frequented by over 1.3 million tourists each year for the festival's Grand Parade and an overall attendance of 2.3 million. Beginning in July, the multi-week festivities lead up to the parade which occurs over the Simcoe Day long weekend, the first weekend in August. The festival also coincides with August 1 Emancipation Day observances that commemorate the emancipation of slaves of African descent. The main stakeholders of the events are the Toronto Mas' Bands Association, the Organization of Calypso Performing Artistes, and the Ontario Steelpan Association.","Afro-Caribbean culture in Canada, Black Canadian culture in Toronto, Caribbean-Canadian culture in Ontario, Music festivals in Toronto, Parades in Canada",2025-06-22 19:14:45
Wikipedia,https://en.wikipedia.org/wiki/Caribbean,Caribbean,Caribbean culture,"The Caribbean (/ˌkærɪˈbiːən, kəˈrɪbiən/ KARR-ih-BEE-ən, kə-RIB-ee-ən, locally /ˈkærɪbiæn/ KARR-ih-bee-an; Spanish: el Caribe; French: les Caraïbes; Dutch: de Caraïben) is a region in the middle of the Americas centered around the Caribbean Sea in the North Atlantic Ocean, mostly overlapping with the West Indies. Bordered by North America to the north, Central America to the west, and South America to the south, it comprises numerous islands, cays, islets, reefs, and banks. It includes the Lucayan Archipelago, Greater Antilles, and Lesser Antilles of the West Indies; the Quintana Roo islands and Belizean islands of the Yucatán Peninsula; and the Bay Islands, Miskito Cays, Archipelago of San Andrés, Providencia, and Santa Catalina, Corn Islands, and San Blas Islands of Central America. It also includes the coastal areas on the continental mainland of the Americas bordering the region from the Yucatán Peninsula in North America through Central America to the Guianas in South America. Situ",Caribbean,2025-06-22 19:14:47
Wikipedia,https://en.wikipedia.org/wiki/Caribbean_Hindustani,Caribbean Hindustani,Caribbean culture,"Caribbean Hindustani (Devanagari: कैरेबियाई हिंदुस्तानी; Kaithi: 𑂍𑂶𑂩𑂵𑂥𑂱𑂨𑂰𑂆⸱𑂯𑂱𑂁𑂠𑂳𑂮𑂹𑂞𑂰𑂢𑂲; Perso-Arabic: کَیریبیائی ہندوستانی) is an Indo-Aryan language spoken by Indo-Caribbean people and the Indo-Caribbean diaspora. It is a koiné language mainly based on the Bhojpuri and Awadhi dialects. These Hindustani dialects were the most-spoken dialects by the Indians who came as immigrants to the Caribbean from India as indentured laborers. It is closely related to Fiji Hindi and the Bhojpuri-Hindustani spoken in Mauritius and South Africa. Because a majority of people came from the Bhojpur region in Bihar, Uttar Pradesh and Jharkhand, and the Awadh region in Uttar Pradesh, Caribbean Hindustani is most influenced by Bhojpuri, Awadhi and other Eastern Hindi-Bihari dialects. Hindustani (Standard Hindi-Standard Urdu) has also influenced the language due to the arrival of Bollywood films, music, and other media from India. It also has a minor influence from Tamil and other South Asian languages. The ","Indian diaspora, Languages of Trinidad and Tobago, Indo-Caribbean culture, Fusional languages, Bihari languages",2025-06-22 19:14:48
Wikipedia,https://en.wikipedia.org/wiki/Pan-Africanism,Pan-Africanism,Pan-Africanism,"Pan-Africanism is a nationalist movement that aims to encourage and strengthen bonds of solidarity between all indigenous peoples and diasporas of African ancestry. Based on a common goal dating back to the Atlantic slave trade, the Trans-Saharan slave trade, the Indian Ocean slave trade, the Red Sea slave trade, slavery in the Cape Colony (now South Africa), along with slavery in Mauritius, the movement extends beyond continental Africans with a substantial support base among the African diaspora in the Americas and Europe. Pan-Africanism is said to have its origins in the struggles of the African people against enslavement and colonization and this struggle may be traced back to the first resistance on slave ships—rebellions and suicides—through the constant plantation and colonial uprisings and the ""Back to Africa"" movements of the 19th century. Based on the belief that unity is vital to economic, social, and political progress, it aims to unify and uplift people of African ancestry","Pan-Africanism, Pan-nationalism, African and Black nationalism, African diaspora, Africana philosophy",2025-06-22 19:14:52
Wikipedia,https://en.wikipedia.org/wiki/Pan-African_colours,Pan-African colours,Pan-Africanism,"Pan-African colours is a term that may refer to two different sets of colours: Green, yellow, and red are now found on the national flags of many African nations. The colour combination was borrowed from the flag of Ethiopia. The Ethiopian flag has influenced the flags of many Pan-African organizations and polities. Except for relatively brief periods of influence and occupation by the Kingdom of Italy, Ethiopia remained outside European control during the colonial era by defeating the Italian army at the battle of Adwa in 1896, ending the Italian protectorate. As a result, the country drew the admiration of many newly independent states in Africa. The adoption of the Ethiopian national colours by many Pan-African entities is a consequence of this. The first African state to adopt a gold, red and green flag upon independence was Ghana in 1957, designed by Theodosia Okoh. The Universal Negro Improvement Association and African Communities League (UNIA) founded by Marcus Garvey has a con","Culture of Africa, African-American cultural history, Color schemes, Flags by color, Pan-Africanism",2025-06-22 19:14:53
Wikipedia,https://en.wikipedia.org/wiki/Pan-African_flag,Pan-African flag,Pan-Africanism,"The pan-African flag (also known as the Afro-American flag, Black Liberation flag, UNIA flag, and various other names) is an ethnic flag representing pan-Africanism, the African diaspora, and/or black nationalism. A tri-color flag, it consists of three equal horizontal bands of (from top down) red, black, and green. The flag was likely influenced by the older Pan-African colors, substituting yellow for black to promote racial pride. The flag was created as a response to racism against African Americans in 1920 with the help of Marcus Garvey. The Universal Negro Improvement Association and African Communities League (UNIA-ACL) formally adopted it on August 13, 1920, in Article 39 of the Declaration of the Rights of the Negro Peoples of the World, during its month-long convention at Madison Square Garden in New York City. Variations of the flag can and have been used in various countries and territories in the Americas to represent Garveyist ideologies. The flag was created in 1920 by me","Flags of international organizations, African and Black nationalism, Pan-Africanism, Flags introduced in 1920, Universal Negro Improvement Association and African Communities League",2025-06-22 19:14:55
Wikipedia,https://en.wikipedia.org/wiki/Pan-Africanism_in_Kenya,Pan-Africanism in Kenya,Pan-Africanism,"Pan-Africanism is a cultural and political ideology calling for the unification of the various African communities and their diasporadic counterparts for the purpose of empowering each other. The heights of the movement is primarily characterized in the west by the black nationalist struggles of Marcus Garvey, and the push for greater self determination by W.E.B Du Bois during the early twentieth century. The literature is much vaster once one leaves the western world and enters the African continent, where one can find a consistent effort in much of the territory to unify themselves against the common enemy of Imperialism. Pan-Africanism's influence can be characterized through its contributions to art, media, and politics. Harry Thuku was a prominent speaker born in the Kikuyu region whose prominence can be traced all the way back to the 1910s. He worked with Ugandans and other Africans to expand their strength and expose the unfair economic and social conditions levied onto them by ",Pan-Africanism in Kenya,2025-06-22 19:14:56
Wikipedia,https://en.wikipedia.org/wiki/Pan-African_Congress,Pan-African Congress,Pan-Africanism,"The Pan-African Congress (PAC) is a regular series of meetings which first took place on the back of the Pan-African Conference held in London in 1900. The Pan-African Congress first gained a reputation as a peacemaker for decolonization in Africa and in the West Indies, and made a significant advance for the Pan-African cause. In the beginning, one of the group's major demands was to end colonial rule and racial discrimination. It stood against imperialism and it demanded human rights and equality of economic opportunity. The manifesto given by the Pan-African Congress included the political and economic demands of the Congress for a new world context of international cooperation and the need to address the issues facing Africa as a result of European colonization of most of the continent.","International conferences, Anti-racist organizations in Africa, Pan-African organizations, Pan-Africanism",2025-06-22 19:14:57
Wikipedia,https://en.wikipedia.org/wiki/Pan-Atlantic_University,Pan-Atlantic University,Pan-Africanism,"6°29′13.1″N 3°51′19.9″E﻿ / ﻿6.486972°N 3.855528°E﻿ / 6.486972; 3.855528 Pan-Atlantic University is a private, non-profit educational institution in Lekki, Lagos State. The university had its origin as the Lagos Business School (LBS), established in 1991. The federal government approved the university as Pan-African University in 2002, and the LBS became its first school. The Ajah Campus was completed in 2003 and in 2010 work began on the Ibeju-Lekki campus.","Pan-Atlantic University, Educational institutions established in 2002, 2002 establishments in Nigeria, Private universities and colleges in Nigeria",2025-06-22 19:14:58
Wikipedia,https://en.wikipedia.org/wiki/Umar_Johnson,Umar Johnson,Pan-Africanism,"Umar Rashad Ibn Abdullah-Johnson (born Jermaine Shoemake; August 21, 1974), better known simply as Dr. Umar, is an American Black activist, psychologist, and motivational speaker. Johnson has referred to himself as the ""Prince of Pan-Africanism"" and condemns interracial marriage and homosexuality. He has been described as a Hotep. Johnson is a native of North Philadelphia. His mother is Barbara Shoemake and father is Jamal Abdullah-Johnson, a US Marine veteran; and his stepmother, the late Bernice Elizabeth Dockins Abdullah-Johnson, was a preschool teacher. Umar was educated in the School District of Philadelphia where he attended the Tanner G. Duckery and George Meade Elementary Schools. Afterwards, he attended Dimner Beeber Junior High School where he graduated in 1988. He then attended the Scotland School for Veterans Children where he received his high school diploma on June 6th, 1992.","Living people, 1974 births, 21st-century American psychologists, African-American psychologists, American child psychologists",2025-06-22 19:15:00
Wikipedia,https://en.wikipedia.org/wiki/Pan-African_Parliament,Pan-African Parliament,Pan-Africanism,"26°0′07″S 28°07′46″E﻿ / ﻿26.00194°S 28.12944°E﻿ / -26.00194; 28.12944 The Pan-African Parliament (PAP), also known as the African Parliament, is the legislative body of the African Union. It held its inaugural session in March 2004. The Parliament exercises oversight, and has advisory and consultative powers, having lasting for the first five years. Initially the seat of the Pan-African Parliament was in Addis Ababa, Ethiopia, but was later moved to Midrand, South Africa. The goal in establishing the parliament was creating a space where people from all states of Africa could meet, deliberate, and pass some policy on issues that affect the entire continent of Africa.","Pan-African Parliament, African Union, Johannesburg, Unicameral legislatures, 2004 establishments in Africa",2025-06-22 19:15:01
Wikipedia,https://en.wikipedia.org/wiki/African_nationalism,African nationalism,Pan-Africanism,"African nationalism is an umbrella term which refers to a group of political ideologies in sub-Saharan Africa, which are based on the idea of national self-determination and the creation of nation states. The ideology emerged under European colonial rule during the 19th and 20th centuries and was loosely inspired by nationalist ideas from Europe. Originally, African nationalism was based on demands for self-determination and played an important role in forcing the process of decolonisation of Africa (c. 1957–66). However, the term refers to a broad range of different ideological and political movements and should not be confused with Pan-Africanism which may seek the federation of many or all nation states in Africa. Nationalist ideas in Africa emerged during the mid-19th century among the emerging black middle classes in West Africa. Early nationalists hoped to overcome ethnic fragmentation by creating nation-states. In its earliest period, it was inspired by African-American and Afro","African and Black nationalism, Politics of Africa",2025-06-22 19:15:02
Wikipedia,https://en.wikipedia.org/wiki/Kwame_Nkrumah,Kwame Nkrumah,Pan-Africanism,"Francis Kwame Nkrumah (Nzema: [kʷame nkruma], 21 September 1909 – 27 April 1972) was a Ghanaian politician, political theorist, and revolutionary. He served as Prime Minister of the Gold Coast from 1952 until 1957, when it gained independence from Britain. He was then the first Prime Minister and then the President of Ghana, from 1957 until 1966. An influential advocate of Pan-Africanism, Nkrumah was a founding member of the Organization of African Unity (OAU) and winner of the Lenin Peace Prize from the Soviet Union in 1962. After twelve years abroad pursuing higher education, developing his political philosophy, and organizing with other diasporic pan-Africanists, Nkrumah returned to the Gold Coast to begin his political career as an advocate of national independence. He formed the Convention People's Party, which achieved rapid success through its unprecedented appeal to the common voter. He became Prime Minister in 1952 and retained the position when he led Ghana to achieve indepen","Kwame Nkrumah, 1909 births, 1972 deaths, African revolutionaries, Chairpersons of the African Union",2025-06-22 19:15:04
Wikipedia,https://en.wikipedia.org/wiki/African-American_Music_Appreciation_Month,African-American Music Appreciation Month,Black music history,"Black Music Appreciation Month is an annual celebration of African-American music in the United States. It was initiated as Black Music Month by President Jimmy Carter, who, on June 7, 1979, decreed that June would be the month of Black music. After the announcement by Carter, the bill finally passed in 2000 when activist Dyana Williams' 10 years of effort persuaded Congress. Williams played an essential role in the creation and solidification of Black Music Month, along with Kenneth Gamble and Ed Wright. Since the beginning of colonization, music and song formation has been a preservation technique for African culture. Slavery is a significant part of Black music's origin and historical evolution. While colonization tried to dilute and erase African culture, Africans maintained their stories of culture through the language of songs. Black Music Month recognizes their development into genres such as rap, jazz, soul music, funk, hip hop, and more.","Observances in the United States, June observances, African-American music, Commemorative months",2025-06-22 19:15:07
Wikipedia,https://en.wikipedia.org/wiki/History_of_music,History of music,Black music history,"Although definitions of music vary wildly throughout the world, every known culture partakes in it, and it is thus considered a cultural universal. The origins of music remain highly contentious; commentators often relate it to the origin of language, with much disagreement surrounding whether music arose before, after or simultaneously with language. Many theories have been proposed by scholars from a wide range of disciplines, though none has achieved broad approval. Most cultures have their own mythical origins concerning the invention of music, generally rooted in their respective mythological, religious or philosophical beliefs. The music of prehistoric cultures is first firmly dated to c. 40,000 BP of the Upper Paleolithic by evidence of bone flutes, though it remains unclear whether or not the actual origins lie in the earlier Middle Paleolithic period (300,000 to 50,000 BP). There is little known about prehistoric music, with traces mainly limited to some simple flutes and perc","Music history, History by topic",2025-06-22 19:15:09
Wikipedia,https://en.wikipedia.org/wiki/Black_History_Month,Black History Month,Black music history,"Black History Month is an annually observed commemorative month originating in the United States, where it is also known as African-American History Month. It began as a way of remembering important people and events in the history of the African diaspora, initially lasting a week before becoming a month-long observation since 1970. It is celebrated in February in the United States and Canada, where it has received official recognition from governments, and more recently has also been celebrated in Ireland and the United Kingdom where it is observed in October. The precursor to Black History Month was created in 1926 in the United States, when historian Carter G. Woodson and the Association for the Study of Negro Life and History (ASNLH) announced the second week of February to be ""Negro History Week"". This week was chosen because it coincided with the birthday of Abraham Lincoln on February 12 and that of Frederick Douglass on February 14, both of which Black communities had celebrate","1976 introductions, African-American events, Black British history, Commemorative months, February observances",2025-06-22 19:15:11
Wikipedia,https://en.wikipedia.org/wiki/Black_Gospel_music,Black Gospel music,Black music history,"Black gospel music, often called gospel music or gospel, is the traditional music of the Black diaspora in the United States. It is rooted in the conversion of enslaved Africans to Christianity, both during and after the trans-atlantic slave trade, starting with work songs sung in the fields and, later, with religious songs sung in various church settings, later classified as Negro Spirituals (which shaped much of traditional Black gospel). Black gospel music has been traditionally concerned with the African-American quest for freedom. It has provided both ""spiritual and communal uplift,"" first in the fields, and later in the Black Church; during the 1960s era in the South, it was described as the ""soundtrack of the struggle for civil rights,"" helping create unity and faith for the work. The modern iteration of the genre, contemporary gospel, emerged in the late 1970s as a fusion of the traditional genre with the musical stylings of the era in secular Black music, which resulted in pop","African-American Christianity, African-American cultural history, African-American music, American music history, History of Christianity in the United States",2025-06-22 19:15:12
