source,url,title,search_term,content,categories,key_dates,sections,infobox,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/Black_sermonic_tradition,Black sermonic tradition,Black church tradition,"The Black sermonic tradition, or Black preaching tradition, is an approach to sermon (or homily) construction and delivery practiced primarily among African Americans in the Black Church. The tradition seeks to preach messages that appeal to both the intellect and the emotive dimensions of humanity. The tradition finds its roots in the painful experiences of blacks during slavery in the United States, as well as experiences during the Jim Crow era and subsequent discrimination. Scholars and practitioners have widely recognized four elements of the tradition, which widely continue to the modern day. Firstly, the preaching emphasizes the preacher's freedom to be his or her authentic black self and not have to front a false persona or group identity via code switching. Secondly, the preaching is characterized by a variety of rhetorical embellishments including often jarring hyperbole, corresponding body language, and musicality in vocalizations. Thirdly, it is often marked by challenges to dominant societal structures and emphasizes how individuals may be transformed by having a relationship with God. Finally, there is a recognition of historical continuity with ancestors and their struggles. Some African American poetry and other literature is organized by the pattern of the sermonic tradition. Raboteau describes a common style of black preaching called ""whooping"", which first developed in the early 19th century, and became common throughout the 20th and into the 21st centuries:","African-American Christianity, Black studies, Sermons",,"Aspects, Whooping, See also, References, External links",,2025-06-22 19:30:07
Wikipedia,https://en.wikipedia.org/wiki/African-American_history,African-American history,African Americans history,"African-American history started with the forced transportation of Africans to North America in the 16th and 17th centuries. The European colonization of the Americas, and the resulting Atlantic slave trade, encompassed a large-scale transportation of enslaved Africans across the Atlantic. Of the roughly 10–12 million Africans who were sold in the Atlantic slave trade, either to Europe or the Americas, approximately 388,000 were sent to North America. After arriving in various European colonies in North America, the enslaved Africans were sold to white colonists, primarily to work on cash crop plantations. A group of enslaved Africans arrived in the English Virginia Colony in 1619, marking the beginning of slavery in the colonial history of the United States; by 1776, roughly 20% of the British North American population was of African descent, both free and enslaved. During the American Revolutionary War, in which the Thirteen Colonies gained independence and began to form the United States, Black soldiers fought on both the British and the American sides. After the conflict ended, the Northern United States gradually abolished slavery. However, the population of the American South, which had an economy dependent on plantations operation by slave labor, increased their usage of Africans as slaves during the westward expansion of the United States. During this period, numerous enslaved African Americans escaped into free states and Canada via the Underground Railroad. Disputes over slavery between the Northern and Southern states led to the American Civil War, in which 178,000 African Americans served on the Union side. During the war, President Abraham Lincoln issued the Thirteenth Amendment, which abolished slavery in the U.S., except as punishment for a crime. After the war ended with a Confederate defeat, the Reconstruction era began, in which African Americans living in the South were granted limited rights compared to their white counterparts. White opposition ","African-American history, African diaspora history, History by ethnic group, History of the Southern United States, History of ethnic groups in the United States, History of the United States by topic","1619, 1776, 1954, 1964, 2020","Enslavement, African origins, Colonial era, Black population in the 18th century, American Revolution and early United States",,2025-06-22 19:30:10
Wikipedia,https://en.wikipedia.org/wiki/Afro-Brazilians,Afro-Brazilians,Afro-Brazilians,"Afro-Brazilians (Portuguese: Afro-brasileiros; pronounced [ˈafɾo bɾaziˈle(j)ɾus]), also known as Black Brazilians (Portuguese: Brasileiros negros), are Brazilians of total or predominantly Sub-Saharan African ancestry. Most multiracial Brazilians also have a range of degree of African ancestry. Brazilians whose African features are more evident are generally seen by others as Blacks and may identify themselves as such, while the ones with less noticeable African features may not be seen as such. However, Brazilians rarely use the term ""Afro-Brazilian"" as a term of ethnic identity and never in informal discourse. Preto (""black"") and pardo (""brown/mixed"") are among five ethnic categories used by the Brazilian Institute of Geography and Statistics (IBGE), along with branco (""white""), amarelo (""yellow"", ethnic East Asian), and indígena (indigenous). In the 2022 census, 20.7 million Brazilians (10,2% of the population) identified as preto, while 92.1 million (45,3% of the population) identified as pardo, together making up 55.5% of Brazil's population. The term preto is usually used to refer to those with the darkest skin colour, so as a result of this many Brazilians of African descent identify themselves as pardos. The Brazilian Black Movement considers pretos and pardos together as part of a single category: negros (Blacks). In 2010, this perspective gained official recognition when Brazilian Congress passed a law creating the Statute of Racial Equality. However, this definition is contested since a portion of pardos are acculturated indigenous people or people with indigenous and European rather than African ancestry, especially in Northern Brazil. A survey from 2002 revealed that if the pardo category were removed from the census, at least half of those identifying as pardo would instead choose to identify as black. Another survey from 2024 showed that only 40% of pardos consider themselves Black. During the slavery period between the 16th and 19th centuries, Brazil","African diaspora in Brazil, Brazilian people of African descent, Ethnic groups in Brazil, People of African descent, Race in Brazil","2022, 2010, 2002, 2024, 1850","Brazilian census categories, History, Slavery, Origins of Blacks, Abolition of slavery","São Paulo: 3,546,562[1] | Bahia: 3,164,691[1] | Rio de Janeiro: 2,594,253[1] | Minas Gerais: 2,432,877[1]",2025-06-22 19:30:13
Wikipedia,https://en.wikipedia.org/wiki/Afro-Cubans,Afro-Cubans,Afro-Cubans,"Afro-Cubans (Spanish: Afrocubano) or Black Cubans are Cubans of full or partial sub-Saharan African ancestry. The term Afro-Cuban can also refer to historical or cultural elements in Cuba associated with this community, and the combining of native African and other cultural elements found in Cuban society, such as race, religion, music, language, the arts and class culture. According to the 2002 national census that surveyed 11.2 million Cubans, 1 million or 11% of Cubans identified as Afro-Cuban or Black. Some 3 million identified as ""mulatto"" or ""mestizo"", meaning of mixed race, primarily a combination of African and European. Thus more than 40% of the population on the island affirm some African ancestry. The Cuban Revolution brought to power Fidel Castro, who promised a communist society without racism. His government promised equal opportunities for education, health care and work. There has been much scholarly discussion about the demographic composition of the island. A study by the Institute for Cuban and Cuban-American Studies at the University of Miami estimated the proportion of people as having some black ancestry is more likely about 62%. They note that complex attitudes toward racial identification, and the de facto racial hierarchy that has existed on the island, have influenced the lower figures of self-identification as black.","African diaspora in Cuba, African diaspora in the Caribbean, Society of Cuba, Ethnic groups in Cuba, Cuban people of African descent, People of African descent, Cuban entertainers",2002,"Demographics, Afro-Cuban descendants in Africa, Haitian-Cubans, Religion, Music",,2025-06-22 19:30:15
Wikipedia,https://en.wikipedia.org/wiki/British_African-Caribbean_people,British African-Caribbean people,Afro-Caribbeans,"British African-Caribbean people or British Afro-Caribbean people are an ethnic group in the United Kingdom. They are British citizens or residents of recent Caribbean heritage who further trace much of their ancestry to West and Central Africa. This includes multi-racial Afro-Caribbean people. The earliest generations of Afro-Caribbean people to migrate to Britain trace their ancestry to a wide range of Afro-Caribbean ethnic groups, who themselves descend from the disparate African ethnic groups transported to the colonial Caribbean as part of the trans-Atlantic slave trade. British African Caribbeans may also have ancestry from European and Asian settlers, as well as from various Indigenous peoples of the Caribbean. The population includes those with origins in Jamaica, Trinidad and Tobago, The Bahamas, Saint Kitts and Nevis, Barbados, Grenada, Antigua and Barbuda, Saint Lucia, Dominica, Montserrat, British Virgin Islands, Turks and Caicos Islands, Cayman Islands, Anguilla, Saint Vincent and the Grenadines, Guyana, Belize, and elsewhere. Arriving in port cities in small numbers across England and Wales since the mid-18th century, the most significant wave of migration came after World War II, coinciding with the decolonisation era and the dissolution of the British Empire. The governments of the United Kingdom, France, and the Netherlands promoted immigration to address domestic labor shortages. Known as the Windrush generation, they had arrived as citizens of the United Kingdom and Colonies (CUKCs) in the 1950s and 1960s, owing to birth in the former British colonies of the Caribbean. Those who settled in the UK prior to 1973 were granted either right of abode or indefinite leave to remain by the Immigration Act 1971, although a series of governmental policies in the 2000s and 2010s erroneously treated some as unlawfully residing in the UK. This subsequently became known as the Windrush scandal. In the 21st century, Afro-Caribbean communities are present througho","African diaspora in the Caribbean, Black British people, British people of West Indian descent, Caribbean diaspora in the United Kingdom, African secondary diaspora, Black British history","1973, 1971, 2011","Terminology, Census, Demographics, Birthplace, Education",,2025-06-22 19:30:19
Wikipedia,https://en.wikipedia.org/wiki/Black_British_people,Black British people,Black British history,"Modern ethnicities Black British people or Black Britons are a multi-ethnic group of British people of Sub-Saharan African or Afro-Caribbean descent. The term Black British developed referring to Black British people from the former British West Indies (sometimes called the Windrush Generation), and from Africa. The term black has historically had a number of applications as a racial and political label. It may also be used in a wider sociopolitical context to encompass a broader range of non-European ethnic minority populations in Britain, though this usage has become less common over time. Black British is one of several self-designation entries used in official UK ethnicity classifications. Around 3.7 per cent of the United Kingdom's population in 2021 were Black. The figures have increased from the 1991 census when 1.63 per cent of the population were recorded as Black or Black British to 1.15 million residents in 2001, or 2 per cent of the population, this further increased to just over 1.9 million in 2011, representing 3 per cent. Almost 96 per cent of Black Britons live in England, particularly in England's larger urban areas, with close to 1.2 million living in Greater London.","Black British people, African diaspora in the United Kingdom, Black British culture, Black British history, Ethnic groups in the United Kingdom","2021, 1991, 2001, 2011","Terminology, Census classification, Historical usage, History, Antiquity",,2025-06-22 19:30:22
Wikipedia,https://en.wikipedia.org/wiki/Black_Canadians,Black Canadians,African Canadians,"Black Canadians[nb 1] (French: Canadiens Noirs) are Canadians of full or partial Afro-Caribbean or sub-Saharan African descent. Black Canadian settlement and immigration patterns can be categorized into two distinct groups. The majority of Black Canadians are descendants of immigrants from the Caribbean and the African continent who arrived in Canada during significant migration waves, beginning in the post-war era of the 1950s and continuing into recent decades. A smaller yet historically significant population includes the descendants of African Americans, including fugitive slaves, Black loyalists and refugees from the War of 1812. Their descendants primarily settled in Nova Scotia and Southern Ontario, where they formed distinctive identities such as Black Ontarians and African Nova Scotians. Black Canadians have contributed to many areas of Canadian culture. Many of the first visible minorities to hold high public offices have been Black, including Michaëlle Jean, Donald Oliver, Stanley G. Grizzle, Rosemary Brown, and Lincoln Alexander. Black Canadians form the third-largest visible minority group in Canada, after South Asian and Chinese Canadians.","Black Canadian people, African diaspora in Canada, Caribbean diaspora in Canada, People of African descent, Canadian people of African descent, Canadian people of Caribbean descent",1812,"Population, Demographics and census issues, Mixed unions, Terminology, African identity","Ontario: 768,740 (5.5%) | Quebec: 422,405 (5.1%) | Alberta: 177,940 (4.3%) | British Columbia: 61,760 (1.3%)",2025-06-22 19:30:24
Wikipedia,https://en.wikipedia.org/wiki/Black_Hispanic_and_Latino_Americans,Black Hispanic and Latino Americans,Afro-Latinos,"Black Hispanic and Latino Americans, also called Afro-Hispanics, Afro-Latinos, Black Hispanics, or Black Latinos, are classified by the United States Census Bureau, Office of Management and Budget, and other U.S. government agencies as Black people living in the United States with ancestry in Latin America or Spain and/or who speak Spanish and/or Portuguese as either their first language or second language.[citation needed] Hispanidad, which is independent of race, is the only ethnic category, as opposed to racial category, which is officially collated by the U.S. Census Bureau. The distinction made by government agencies for those within the population of any official race category, including ""Black"", is between those who report Hispanic backgrounds and all others who do not. Non-Hispanic Blacks consists of an ethnically diverse collection of all others who are classified as Black or African American that do not report Hispanic ethnic backgrounds. The Hispanic model of identity and representation has been historically characterized by its multi-faceted nature, which transcends strict racial categorizations. Numerous figures exemplify this complexity, including Martín de Porres, Beatriz de Palacios, Spanish conquistador Juan Garrido that established the first commercial wheat farm in the Americas, Estevanico, Francisco Menendez, Juan de Villanueva, Juan Valiente, Juan Beltrán de Magaña [es], Pedro Fulupo, Juan Bardales, Antonio Pérez, Gómez de León, Leonor Galiano, Teresa Juliana de Santo Domingo and Juan García. Additionally, Juan Latino stands out as a significant figure in this discourse; he is recognized as the first black African to attend a European university, ultimately achieving the status of professor. This highlights the notion that the Hispanic identity is not monolithic and is instead enriched by diverse contributions across racial and ethnic lines. Such examples serve to challenge simplistic perceptions of race within the historical narrative of Hispan","Afro-Latino culture in the United States, Hispanic and Latino American people, Hispanic and Latino American society, African–Hispanic and Latino American relations, Ethnic groups in the United States",,"History, Demographics, Health, Civil rights, In media",,2025-06-22 19:30:26
Wikipedia,https://en.wikipedia.org/wiki/Indian_diaspora_in_Africa,Indian diaspora in Africa,African diaspora Europe,"Migration from India into Africa pre-dates European colonization. The number of Indians in Africa increased greatly with the settlement of Indians in Africa as indentured servants during colonization, and has continued to increase into the 21st century. India and Africa have over a three thousand-year history of cultural and commercial relations. Sources from India show evidence of trade and contact between the Dravidians and Babylonians dating back to the 7th century B.C. This evidence has been interpreted to understand Indian merchants and sailors having visited Southern Arabia, situated on the Eastern part of the Horn of Africa also known as the Somali peninsula. Additionally, Indian coastal communities developed profitable ties with East Africa, East Asia, and Central Asia in pre-colonial times. The ‘trade diaspora’ was unique as it consisted largely of ‘temporary’ and ‘circular’ migration. Men were sent to look for trade elsewhere but expected to eventually return to their motherland. Traders linked other cultures to their own. Only in the nineteenth century did a considerable amount of South Asian trading communities settle abroad. The second wave of migration into Africa by Indians came as a result of colonization. Major clusters of Indians were taken as indentured laborers across colonial empires in the nineteenth and early twentieth century. Indentured Indian laborers replaced freed enslaved Africans in plantation economies. The stark contrast between the first trade wave was that migration during colonial rule was forced, not voluntary. It is worth noting that some Indians migrated as clerks and teachers to serve colonial governments overseas. This expanded colonial rule. Estimates during the period of 1829-1924 suggest that about 769,427 Indians migrated out of India into Mauritius, South Africa, Seychelles, and the East African region. In the midst of colonization, the sub-continent India and large masses of Africa were incorporated into the British Empi",Indian diaspora in Africa,"1829, 1924, 1830, 1830","Indian-African history, Trade migrations: precolonial Indo-African relations, Indentured labor: forced migration into Africa, Post-independent India and African diaspora, Present effects",,2025-06-22 19:30:28
Wikipedia,https://en.wikipedia.org/wiki/Atlantic_slave_trade,Atlantic slave trade,Atlantic slave trade,"The Atlantic slave trade or transatlantic slave trade involved the transportation by slave traders of enslaved African people to the Americas. European slave ships regularly used the triangular trade route and its Middle Passage. Europeans established a coastal slave trade in the 15th century and trade to the Americas began in the 16th century, lasting through the 19th century. The vast majority of those who were transported in the transatlantic slave trade were from Central Africa and West Africa and had been sold by West African slave traders to European slave traders, while others had been captured directly by the slave traders in coastal raids. European slave traders gathered and imprisoned the enslaved at forts on the African coast and then brought them to the Americas. Some Portuguese and Europeans participated in slave raids. As the National Museums Liverpool explains: ""European traders captured some Africans in raids along the coast, but bought most of them from local African or African-European dealers."" European slave traders generally did not participate in slave raids. This was primarily because life expectancy for Europeans in sub-Saharan Africa was less than one year during the period of the slave trade due to malaria that was endemic to the African continent. Portuguese coastal raiders found that slave raiding was too costly and often ineffective and opted for established commercial relations. The colonial South Atlantic and Caribbean economies were particularly dependent on slave labour for the production of sugarcane and other commodities. This was viewed as crucial by those Western European states which were vying with one another to create overseas empires. The Portuguese, in the 16th century, were the first to transport slaves across the Atlantic. In 1526, they completed the first transatlantic slave voyage to Brazil, and other Europeans soon followed. Shipowners regarded the slaves as cargo to be transported to the Americas as quickly and cheapl","Atlantic slave trade, 1525 establishments, 1870 disestablishments, African slave trade, Black British history, Early modern period, European colonisation of Africa, European colonization of the Americas, Forced migration, Genocides in North America","1526, 1867, 1873, 1600, 1800","Background, Atlantic travel, European slavery in Portugal and Spain, African slavery, European colonization and slavery in West-Central Africa",,2025-06-22 19:30:32
Wikipedia,https://en.wikipedia.org/wiki/Middle_Passage,Middle Passage,Middle Passage,"The Middle Passage was the stage of the Atlantic slave trade in which millions of Africans sold for enslavement were forcibly transported to the Americas as part of the triangular slave trade. Ships departed Europe for African markets with manufactured goods (first side of the triangle), which were then traded for captive Africans. Slave ships transported the African captives across the Atlantic (second side of the triangle). The proceeds from selling these enslaved people were then used to buy products such as furs and hides, tobacco, sugar, rum, and raw materials, which would be transported back to Europe (third side of the triangle, completing it). The First Passage was the forced march of Africans from their inland homes, where they had been captured for enslavement by rulers of other African states or members of their own ethnic group, to African ports. Here they were imprisoned until they were sold and loaded onto a ship. The Final Passage was the journey from the port of disembarkation in the Americas to the plantation or other destination for enslavement into forced labor. The Middle Passage across the Atlantic joined these two. Voyages on the Middle Passage were large financial undertakings, generally organized by companies or groups of investors rather than individuals. The first European slave ship transported African captives from São Tomé to New Spain in 1525. Portuguese and Dutch traders dominated the trade in the 16th and 17th centuries, though by the 18th they were supplanted by the British and French. Other European nations involved were Spain, Denmark–Norway, Sweden, Poland–Lithuania, Prussia, and various Italian city-states as well as traders from the United States. The enslaved Africans came mostly from the regions of Senegambia, Upper Guinea, Windward Coast, Gold Coast, Bight of Benin, Bight of Biafra, and Angola. With the growing abolitionist movement in Europe and the Americas, the transatlantic slave trade gradually declined until being fully","Atlantic slave trade, History of the Atlantic Ocean, Pre-emancipation African-American history","1525, 1500, 1900","Journey, Sailing technologies, Treatment of enslaved people and resistance, Sailors and crew, See also",,2025-06-22 19:30:34
Wikipedia,https://en.wikipedia.org/wiki/Underground_Railroad,Underground Railroad,Underground Railroad,"The Underground Railroad was an organized network of secret routes and safe houses used by fugitive slaves to escape to the abolitionist Northern United States and Eastern Canada prior to the 1865 abolition of slavery in the United States. Enslaved Africans and African Americans escaped from slavery as early as the 16th century and many of their escapes were unaided. However, a network of safe houses generally known as the Underground Railroad began to organize in the 1780s among Abolitionist Societies in the North. It ran north and grew steadily until the Emancipation Proclamation was signed in 1863 by President Abraham Lincoln. The escapees sought primarily to escape into free states, and potentially from there to Canada. The Underground Railroad started at the place of enslavement. The routes followed natural and man-made modes of transportation - rivers, canals, bays, the Atlantic Coast, ferries and river crossings, road and trails. Locations close to ports, free territories and international boundaries prompted many escapes. As research continues, new routes are discovered and will be represented on the map. The network, primarily the work of free and enslaved African Americans, was assisted by abolitionists and others sympathetic to the cause of the escapees. The enslaved people who risked capture and those who aided them are also collectively referred to as the passengers and conductors of the Railroad, respectively. Various other routes led to Mexico, where slavery had been abolished, and to islands in the Caribbean that were not part of the slave trade. An earlier escape route running south toward Florida, then a Spanish possession (except 1763–1783), existed from the late 17th century until approximately 1790. During the American Civil War, freedom seekers escaped to Union lines in the South to obtain their freedom. One estimate suggests that by 1850, approximately 100,000 slaves had escaped to freedom via the network. According to former professor of Pan-","Underground Railroad, 18th-century establishments in the United States, 1865 disestablishments in the United States, Abolitionism in the United States, Secret places in the United States, Events of National Historic Significance (Canada), Fugitive American slaves, British North America","1865, 1863, 1763, 1783, 1790","Origin of the name, Terminology, Political background, Routes and methods of escape, North to free states and Canada","Founding location: United States | Territory: United States, and routes to British North America, Mexico, Spanish Florida, and the Caribbean | Ethnicity: African Americans and other compatriots | Activities: Fleeing from slavery into the northern United States or Canada
Aiding freedom seeking slaves | Allies: Religious Society of Friends
Congregational church
Wesleyan Church
Reformed Presbyterian Church of North America
Vigilant Association of Philadelphia | Rivals: Slave catchers, Reverse Underground Railroad",2025-06-22 19:30:37
Wikipedia,https://en.wikipedia.org/wiki/Emancipation_Proclamation,Emancipation Proclamation,Emancipation Proclamation,"The Emancipation Proclamation, officially Proclamation 95, was a presidential proclamation and executive order issued by United States President Abraham Lincoln on January 1, 1863, during the American Civil War. The Proclamation had the effect of changing the legal status of more than 3.5 million enslaved African Americans in the secessionist Confederate states from enslaved to free. As soon as slaves escaped the control of their enslavers, either by fleeing to Union lines or through the advance of federal troops, they were permanently free. In addition, the Proclamation allowed for former slaves to ""be received into the armed service of the United States"". The Emancipation Proclamation played a significant part in the end of slavery in the United States. On September 22, 1862, Lincoln issued the preliminary Emancipation Proclamation. Its third paragraph begins: That on the first day of January, in the year of our Lord, one thousand eight hundred and sixty-three, all persons held as slaves within any State or designated part of a State, the people whereof shall then be in rebellion against the United States, shall be then, thenceforward, and forever free. On January 1, 1863, Lincoln issued the final Emancipation Proclamation. It stated:","1862 in American law, September 1862, Abolitionism in the United States, African Americans in the American Civil War, American Civil War documents, Human rights instruments, Presidency of Abraham Lincoln, Proclamations, Works about American slavery, 1863 in American politics","1863, 1862, 1863","Authority, Coverage, Background, Military action prior to emancipation, Governmental action toward emancipation","Other short titles: Emancipation Proclamation | Type: Presidential proclamation | President: Abraham Lincoln | Signed: September 22, 1862; 162 years ago (September 22, 1862) | Publication date: January 1, 1863",2025-06-22 19:30:39
Wikipedia,https://en.wikipedia.org/wiki/Reconstruction_era,Reconstruction era,Reconstruction era,"The Reconstruction era was a period in US history that followed the American Civil War (1861–65) and was dominated by the legal, social, and political challenges of the abolition of slavery and reintegration of the former Confederate States into the United States. Three amendments were added to the United States Constitution to grant citizenship and equal civil rights to the newly freed slaves. To circumvent these, former Confederate states imposed poll taxes and literacy tests and engaged in terrorism to intimidate and control African Americans and discourage or prevent them from voting. Throughout the war, the Union was confronted with the issue of how to administer captured areas and handle slaves escaping to Union lines. The United States Army played a vital role in establishing a free labor economy in the South, protecting freedmen's rights, and creating educational and religious institutions. Despite its reluctance to interfere with slavery, Congress passed the Confiscation Acts to seize Confederates' slaves, providing a precedent for President Abraham Lincoln to issue the Emancipation Proclamation. Congress established a Freedmen's Bureau to provide much-needed food and shelter to the newly freed slaves. As it became clear the Union would win, Congress debated the process for readmission of seceded states. Radical and moderate Republicans disagreed over the nature of secession, conditions for readmission, and desirability of social reforms. Lincoln favored the ""ten percent plan"" and vetoed the Wade–Davis Bill, which proposed strict conditions for readmission. Lincoln was assassinated in 1865, just as fighting was drawing to a close. He was replaced by Andrew Johnson, who vetoed Radical Republican bills, pardoned Confederate leaders, and allowed Southern states to enact draconian Black Codes that restricted the rights of freedmen. His actions outraged many Northerners and stoked fears the Southern elite would regain power. Radical Republicans swept to power in","Reconstruction Era, 40th United States Congress, 1860s in Alabama, 1860s in Arkansas, 1860s in Florida, 1860s in Georgia (U.S. state), 1860s in Louisiana, 1860s in Mississippi, 1860s in North Carolina, 1860s in South Carolina","1861, 1865, 1866, 1867, 1875","Dating, Background, Abolition of slavery and social reform, Economic devastation, Legal reconstruction",Location: United States (Southern States) | Including: Third Party System | President(s): Abraham Lincoln Andrew JohnsonUlysses S. GrantRutherford B. Hayes | Key events: Freedmen's Bureau Assassination of Abraham Lincoln Formation of the KKK Reconstruction Acts Impeachment of Andrew Johnson Enforcement Acts Reconstruction Amendments  Compromise of 1877,2025-06-22 19:30:43
Wikipedia,https://en.wikipedia.org/wiki/Jim_Crow_laws,Jim Crow laws,Jim Crow laws,"The Jim Crow laws were state and local laws introduced in the Southern United States in the late 19th and early 20th centuries that enforced racial segregation, ""Jim Crow"" being a pejorative term for an African American. The last of the Jim Crow laws were generally overturned in 1965. Formal and informal racial segregation policies were present in other areas of the United States as well, even as several states outside the South had banned discrimination in public accommodations and voting. Southern laws were enacted by white-dominated state legislatures (Redeemers) to disenfranchise and remove political and economic gains made by African Americans during the Reconstruction era. Such continuing racial segregation was also supported by the successful Lily-white movement. In practice, Jim Crow laws mandated racial segregation in all public facilities in the states of the former Confederate States of America and in some others, beginning in the 1870s. Jim Crow laws were upheld in 1896 in the case of Plessy v. Ferguson, in which the Supreme Court laid out its ""separate but equal"" legal doctrine concerning facilities for African Americans. Public education had essentially been segregated since its establishment in most of the South after the Civil War in 1861–1865. Companion laws excluded almost all African Americans from the vote in the South and deprived them of any representative government. Although in theory the ""equal"" segregation doctrine governed public facilities and transportation too, facilities for African Americans were consistently inferior and underfunded compared to facilities for white Americans; sometimes, there were no facilities for the black community at all. Far from equality, as a body of law, Jim Crow institutionalized economic, educational, political and social disadvantages and second-class citizenship for most African Americans living in the United States. After the National Association for the Advancement of Colored People (NAACP) was founded ","Jim Crow, African-American segregation in the United States, Debt bondage, Democratic backsliding in the interwar period, Democratic backsliding in the United States, Discrimination in the United States, History of African-American civil rights, History of racial segregation in the United States, Human rights abuses in the United States, Legal history of the United States","1965, 1896, 1861, 1865, 1909","Etymology, Origins, Historical development, Early attempts to break Jim Crow, Racism in the United States and defenses of Jim Crow",,2025-06-22 19:30:45
Wikipedia,https://en.wikipedia.org/wiki/Tulsa_race_massacre,Tulsa race massacre,Tulsa Race Massacre,"The Tulsa race massacre was a two-day-long white supremacist terrorist massacre that took place in the Greenwood District in Tulsa, Oklahoma, between May 31 and June 1, 1921, when mobs of white residents, some of whom had been appointed as deputies and armed by city government officials, attacked black residents and destroyed homes and businesses. The event is considered one of the worst incidents of racial violence in American history. The attackers burned and destroyed more than 35 square blocks of the neighborhood—at the time, one of the wealthiest black communities in the United States, colloquially known as ""Black Wall Street."" More than 800 people were admitted to hospitals, and as many as 6,000 black residents of Tulsa were interned in large facilities, many of them for several days. The Oklahoma Bureau of Vital Statistics officially recorded 36 dead. The 2001 Tulsa Reparations Coalition examination of events identified 39 dead, 26 black and 13 white, based on contemporary autopsy reports, death certificates, and other records. The commission reported estimates ranging from 36 up to around 300 dead. The massacre began during Memorial Day weekend after 19-year-old Dick Rowland, a black shoeshiner, was accused of assaulting Sarah Page, a white 21-year-old elevator operator in the nearby Drexel Building. He was arrested and rumors that he was to be lynched were spread throughout the city, where a white man named Roy Belton had been lynched the previous year. Upon hearing reports that a mob of hundreds of white men had gathered around the jail where Rowland was being held, a group of 75 black men, some armed, arrived at the jail to protect Rowland. The sheriff persuaded the group to leave the jail, assuring them that he had the situation under control. The most widely reported and corroborated inciting incident occurred as the group of black men left when an elderly white man approached O. B. Mann, a black man, and demanded that he hand over his pistol. Mann refu","Tulsa race massacre, 1921 in Oklahoma, 1921 murders in the United States, 1921 riots in the United States, African-American history in Tulsa, Oklahoma, African-American segregation in the United States, Arson in Oklahoma, Arson in the 1920s, Attacks on buildings and structures in the 1920s, Attacks on buildings and structures in Oklahoma","1921, 2001","Background, Monday, May 30 (Memorial Day), Encounter in the elevator, Brief investigation, Tuesday, May 31","Location: Greenwood District, Tulsa, Oklahoma, U.S. | Coordinates: 36°9′35″N 95°59′9″W﻿ / ﻿36.15972°N 95.98583°W﻿ / 36.15972; -95.98583 | Date: May 31 - June 1, 1921 | Target: Black residents, their homes, businesses, churches, schools, and municipal buildings over a 40 square block area | Attack type: White supremacist terrorism, race riots, lynching, pogrom, arson, mass murder, Ethnic cleansing | Weapons: Guns, explosives, fire[1] | Deaths: Total dead and displaced unknown:36 total; 26 black and 10 white dead (1921 records)150–200 black and 50 white dead (1921 estimate by W. F. White)[2]39 confirmed dead, 26 black (1 stillborn) and 13 white;[3] 75–100 to 150–300 estimated dead in total (2001 commission)[4]",2025-06-22 19:30:48
Wikipedia,https://en.wikipedia.org/wiki/Red_Summer,Red Summer,Red Summer 1919,"The Red Summer was a period in mid-1919 during which white supremacist terrorism and racial riots occurred in more than three dozen cities across the United States, and in one rural county in Arkansas. The term ""Red Summer"" was coined by civil rights activist and author James Weldon Johnson, who had been employed as a field secretary by the National Association for the Advancement of Colored People (NAACP) since 1916. In 1919, he organized peaceful protests against the racial violence. In most instances, attacks consisted of white-on-black violence. Numerous African Americans fought back, notably in the Chicago and Washington, D.C., race riots, which resulted in 38 and 15 deaths respectively, along with even more injuries, and extensive property damage in Chicago. Still, the highest number of fatalities occurred in the rural area around Elaine, Arkansas, where an estimated 100–240 black people and five white people were killed—an event now known as the Elaine massacre. The anti-black riots developed from a variety of post-World War I social tensions, generally related to the demobilization of both black and white members of the United States Armed Forces following World War I; an economic slump; and increased competition in the job and housing markets between ethnic European Americans and African Americans. The time would also be marked by labor unrest, for which certain industrialists used black people as strikebreakers, further inflaming the resentment of white workers. The riots and killings were extensively documented by the press, which, along with the federal government, feared socialist and communist influence on the black civil rights movement of the time following the 1917 Bolshevik Revolution in Russia. They also feared foreign anarchists, who had bombed the homes and businesses of prominent figures and government leaders.","Red Summer, 1919 in the United States, 1919 riots in the United States, African-American history between emancipation and the civil rights movement, Anti-communism in the United States, History of racism in the United States, Lynching deaths in the United States, Mass murder in 1919, Presidency of Woodrow Wilson, Race riots in the United States","1919, 1916, 1919, 1917","Background, Great Migration, Racism and Red Scare, Events, Early riots: April 13–July 14","Location: United States | Date: 1919; 106 years ago (1919) | Target: African Americans | Attack type: White supremacist terrorist attacks, race riots, and murders and lynching against black Americans across the United States | Deaths: Hundreds | Injured: Thousands | Assailants: Mostly white mobs attacking African Americans",2025-06-22 19:30:50
