source,url,title,search_term,content,categories,key_dates,sections,infobox,content_length,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/Thurgood_Marshall_College,Thurgood Marshall College,Thurgood Marshall,"Thurgood Marshall College (Marshall) is one of the eight undergraduate colleges at the University of California, San Diego. The college, named after Thurgood Marshall, the first African-American Supreme Court Justice and lawyer for the landmark 1954 Supreme Court case Brown v. Board of Education, emphasizes ""scholarship, social responsibility and the belief that a liberal arts education must include an understanding of [one's] role in society."" Marshall College's general education requirements emphasize the culture of community involvement and multiculturalism; accordingly Marshall houses the minors in Public Service and Film Studies for the campus. Significant academic programs and departments have come out of the college over many decades: Communication, Ethnic Studies, Third World Studies, African American Studies, Urban Studies & Planning, and Education Studies. Founded as Third College in 1970 amid the student activism of the period, TMC's original aim was to help students understand their own community through a critical examination of diversity and community in the United States. Marshall College's required writing program is called Dimensions of Culture (DOC), and is a 3 quarter (1 year) sequence that explores race, identity, imagination, tradition, and the law in the United States. During President Obama's administration, the White House honored UC San Diego and Marshall College's Public Service minor and charter school outreach as exemplary community service institutions serving the United States. In November 1965, the College III Preliminary Planning Committee released the first substantial report on what form UCSD's third college would take. The committee, comprising faculty members George Backus, Henry Booker, Gabriel Jackson, C.D. Keeling, and committee chair Andrew Wright, suggested that College III should focus itself on history and theory. The Wright Committee report suggested that the college have a muse—namely Clio, the Greek muse of history. History was chosen by the committee because it mixed humanism with science—College III would be a sort of ""common ground"" between the science of Revelle and the humanities of Muir. In a quiet act of rebelliousness (or perhaps it was just individuality), the committee planned that College III students would only have to take three courses per quarter to graduate in four years, as opposed to the four it took at the other UCSD colleges. Citing the three-course ""full load"" at UC Santa Cruz, the committe","University of California, San Diego colleges and schools | Educational institutions established in 1970","1965, 1954, 1970",Early history | Student activism | Naming controversy | DOC controversy | College programs | Minors | Morehouse/Spelman/Xavier Student Exchange Program | Marshall partnership schools,"Coordinates: 32°52′57″N 117°14′30″W﻿ / ﻿32.882575°N 117.241605°W﻿ / 32.882575; -117.241605 | Motto: Developing the Scholar and the Citizen | Established: 1970 (Third) | Status: Undergraduate, Liberal Arts | Colors: Marshall Red",2658,2025-06-22 19:38:52
Wikipedia,https://en.wikipedia.org/wiki/Marshall_(film),Marshall (film),Thurgood Marshall,"Marshall is a 2017 American biographical legal drama film directed by Reginald Hudlin and written by Michael and Jacob Koskoff. It stars Chadwick Boseman as Thurgood Marshall, the first African American Supreme Court Justice, and focuses on one of the first cases of his career, the State of Connecticut v. Joseph Spell. It also stars Josh Gad, Kate Hudson, Dan Stevens, Sterling K. Brown, and James Cromwell. The project was announced in December 2015, along with Boseman's casting, and principal photography began in Los Angeles in mid-December 2015 and moved on to Buffalo and Niagara Falls, New York. The film premiered at Howard University on September 20, 2017, and was released in the United States by Open Road Films on October 13, 2017. It received positive reviews from critics, with praise directed at Boseman's performance and with criticism aimed at the screenplay. It went on to gross $10 million against a $12 million budget. At the 90th Academy Awards, it received a nomination for Best Original Song for ""Stand Up for Something"".",2017 films | 2017 biographical drama films | 2010s legal thriller films | 2017 thriller films | 2010s American films | 2010s English-language films | 2010s legal drama films | African-American biographical dramas,"2017, 2015",Plot | Cast | Cameos | Production | Release | Box office | Critical response | Accolades,"Directed by: Reginald Hudlin | Written by: Michael Koskoff
Jacob Koskoff | Produced by: Paula Wagner
Reginald Hudlin
Jonathan Sanger | Starring: Chadwick Boseman
Josh Gad
Kate Hudson
Dan Stevens
Sterling K. Brown
James Cromwell | Cinematography: Newton Thomas Sigel | Edited by: Tom McArdle",1046,2025-06-22 19:38:53
Wikipedia,https://en.wikipedia.org/wiki/Toussaint_Louverture,Toussaint Louverture,Toussaint Louverture,"François-Dominique Toussaint Louverture (French: [fʁɑ̃swa dɔminik tusɛ̃ luvɛʁtyʁ], English: /ˌluːvərˈtjʊər/) also known as Toussaint L'Ouverture or Toussaint Bréda (20 May 1743 – 7 April 1803), was a Haitian general and the most prominent leader of the Haitian Revolution. During his life, Louverture first fought and allied with Spanish forces against Saint-Domingue Royalists, then joined with Republican France, becoming Governor-General-for-life of Saint-Domingue, and lastly fought against Bonaparte's republican troops. As a revolutionary leader, Louverture displayed military and political acumen that helped transform the fledgling slave rebellion into a revolutionary movement. Along with Jean-Jacques Dessalines, Louverture is now known as one of the ""Fathers of Haiti"". Toussaint Louverture was born as a slave in the French colony of Saint-Domingue, now known as Haiti. He was a devout Catholic, and was manumitted as an affranchi (ex-slave) before the French Revolution, identifying as a Creole for the greater part of his life. During his time as an affranchi, he became a salaried employee, an overseer of his former master's plantation, and later became a wealthy slave owner himself; Toussaint Louverture owned several coffee plantations at Petit Cormier, Grande Rivière, and Ennery. At the start of the Haitian revolution he was nearly 50 years old and began his military career as a lieutenant to Georges Biassou, an early leader of the 1791 War for Freedom in Saint-Domingue. Initially allied with the Spaniards of neighboring Santo Domingo, Louverture switched his allegiance to the French when the new Republican government abolished slavery. Louverture gradually established control over the whole island and used his political and military influence to gain dominance over his rivals. Throughout his years in power, he worked to balance the economy and security of Saint-Domingue. Worried about the economy, which had stalled, he restored the plantation system using paid labor; negotiated trade agreements with the United Kingdom and the United States and maintained a large and well-trained army. Louverture seized power in Saint-Domingue, established his own system of government, and promulgated his own colonial constitution in 1801 that named him as Governor-General for Life, which challenged Napoleon Bonaparte's authority. In 1802, he was invited to a parley by French Divisional General Jean-Baptiste Brunet, but was arrested upon his arrival. He was deported to Fra",1743 births | 1803 deaths | 18th-century rebels | Haitian commanders of the Napoleonic Wars | 19th-century generals | Colonial governors of Santo Domingo | Freemasons | French generals,"1801, 1804, 1791, 1743, 1803, 1802","Early life | Birth, parentage, and childhood | First marriage and manumission | Second marriage | Education | Haitian Revolution | Beginnings of a rebellion: 1789–1793 | Alliance with the Spanish: 1793–1794",Appointed by: Étienne Maynaud | Preceded by: Léger-Félicité Sonthonax | Succeeded by: Charles Leclerc,3125,2025-06-22 19:33:41
Wikipedia,https://en.wikipedia.org/wiki/Toussaint_Louverture_International_Airport,Toussaint Louverture International Airport,Toussaint Louverture,"Toussaint Louverture International Airport (Haitian Creole: Ayewopò Entènasyonal Tousen Louvèti, French: Aéroport International Toussaint Louverture) (IATA: PAP, ICAO: MTPP) is an international airport in Tabarre, a commune of Port-au-Prince in Haiti. The airport is currently the busiest in Haiti and is an operating hub for Sunrise Airways. It is informally called ""the Maïs-Gâté airport"", named after the area in the Cul-de-Sac Plain where the airport was built. During the United States occupation of Haiti the United States Marine Corps stationed Marine Observation units using HS-1 and HS-2 aircraft in what later became Bowen Field (c. 1919). In 1942, the USMC was sent to Haiti to build a facility to service Douglas O-38 aircraft used by Haiti Air Corps to observe Nazi German activity in the region. The USMC built Bowen Field (also known as Chancerelles Airport), a small civilian and military airport located near Chancerelles area near the Baie de Port-au-Prince. Bowen Field was used by Haiti Air Corps for mail (1943) and passenger (1944) services, then succeeded by the Compagnie haïtienne de transports aériens beginning in 1961. In the 1950s and the 1960s, it served as an airbase for the US military in Haiti. The current airport located further northeast of Bowen Field was developed with grant money from the US government and mostly money collected from Haitian people (taxes, lottery, etc.), opened as François Duvalier International Airport in 1965, after the Haitian president at the time, François ""Papa Doc"" Duvalier.[citation needed] The old Bowen field was decommissioned after 1994 and is now hosts Internally Displaced Persons Camp and Centre Sportif. The runway is now part of Avenue Haile Selassie.[citation needed] Duvalier's son and successor, Jean-Claude Duvalier, resigned in 1986. The airport was renamed Port-au-Prince International Airport. Haitian President Jean Bertrand Aristide renamed the airport again as Toussaint Louverture International Airport in 2003 to honor Toussaint Louverture, the leader of the Haitian Revolution.[citation needed]",Airports in Haiti | Buildings and structures in Port-au-Prince | 2010 Haiti earthquake relief | Airports established in 1965 | 1965 establishments in Haiti,"1965, 1994, 1919, 1961, 2003, 1942, 1943, 1944, 1986",History | Foundation and early years | Development since the 2000s | Facilities | Terminal | Expansion | Airlines and destinations | Passenger,Airport type: Public | Owner: Office National de l'Aviation Civile | Operator: Autorité Aéroportuaire Nationale,2087,2025-06-22 19:33:42
Wikipedia,https://en.wikipedia.org/wiki/Toussaint_Louverture_(film),Toussaint Louverture (film),Toussaint Louverture,"Toussaint Louverture [tusɛ̃ luvɛʁtyʁ] is a 2012 French film written and directed by Philippe Niang. It stars Jimmy Jean-Louis, Aïssa Maïga and Sonia Rolland and is based on the life of Toussaint Louverture. The film premiered at the 2012 Festival de Luchon. It won the Best Diaspora Feature award at the 8th Africa Movie Academy Awards. First part: ""The Flight of the Eagle"" A slave deemed too old and not productive enough by his owner, Toussaint 's father was thrown into the waters of Cap-Français, under the eyes of his own son, then only 8 years old. As an adult, Toussaint (Jimmy Jean-Louis) is employed on the Bréda estate by Bayon de Libertat (Philippe Caroit), who teaches him to read and write. The young man discovers the texts of Abbé Raynal, an Enlightenment philosopher who advocates the abolition of slavery. Toussaint then chooses to abandon his wife Suzanne (Aïssa Maïga) and their two children to become the leader of a group of rebellious slaves. The Spanish troops noticed his military talents and enlisted him in the army which fought against France. Second part: ""The Battle of the Eagles""",2012 films | Drama films based on actual events | France Télévisions television dramas | Best Diaspora Feature Africa Movie Academy Award winners | 2010s French-language films | Senegalese drama films | Haitian historical drama films | French historical drama films,2012,Cast | Plot Summary | References | External links,Directed by: Philippe Niang | Written by: Philippe Niang | Produced by: Jean-Louis MonthieuxFrance ZobdaRégine Larcher | Starring: Jimmy Jean-LouisAïssa MaïgaSonia Rolland | Cinematography: Dominique Bouilleret | Edited by: Jean-Daniel Fernandez Qundez,1111,2025-06-22 19:33:43
Wikipedia,https://en.wikipedia.org/wiki/Danny_Glover,Danny Glover,Toussaint Louverture,"Danny Glover (/ˈɡlʌvər/ GLUV-ər; born July 22, 1946) is an American actor, producer, and political activist. Over his career he has received numerous accolades including the Jean Hersholt Humanitarian Award from the Academy of Motion Picture Arts and Sciences, the NAACP's President's Award, as well as nominations for five Emmy Awards and four Grammy Awards. Glover made his film acting debut in Escape from Alcatraz in 1979. He rose to fame in the late 1980s for playing Roger Murtaugh in the Lethal Weapon film series. Glover's other notable films include Places in the Heart (1984), The Color Purple (1985), Witness (1985), To Sleep with Anger (1990), Grand Canyon (1991), Bopha! (1993), Angels in the Outfield (1994), The Royal Tenenbaums (2001), Saw (2004), Dreamgirls (2006), Shooter (2007), Be Kind Rewind (2008), 2012 (2009), Death at a Funeral (2010), Beyond the Lights (2014), Sorry to Bother You (2018), and The Last Black Man in San Francisco (2019). He is known for his work in television, receiving four Primetime Emmy Award nominations for his roles as Nelson Mandela in the HBO television film Mandela (1987), Joshua Deets in CBS western miniseries Lonesome Dove (1989), Philip Marlowe in the Showtime neo-noir series Fallen Angels (1995), and Will Walker in TNT biographical film Freedom Song (2000). He had recurring roles in Hill Street Blues, ER, and Brothers & Sisters. Glover is also an active supporter of various political causes. He is a member the TransAfrica Forum, and the Center for Economic and Policy Research. For his political work he was awarded the Cuban National Medal of Friendship by the Cuban Council of State.",Living people | 20th-century African-American male actors | 20th-century American male actors | 21st-century African-American male actors | 21st-century American male actors | Activists from California | African-American activists | African-American film directors,"1985, 1990, 1994, 1991, 1993, 1979, 1984, 2001, 1946",Early life and education | Career | 1979–1984: Early roles | 1985–2000: Breakthrough and acclaim | 2001–present: Established actor | Unrealized projects | Public appearances | Personal life,"Born: (1946-07-22) July 22, 1946 (age 78)San Francisco, California, U.S. | Occupation(s): Actor, producer | Years active: 1964–present | Known for: Roger Murtaugh in Lethal Weapon | Spouses: Asake Bomani
​ ​(m. 1975; div. 2000)​

Eliane Cavalleiro
​ ​(m. 2009; div. 2022)​ | Children: 1",1650,2025-06-22 19:33:44
Wikipedia,https://en.wikipedia.org/wiki/Culture_of_Trinidad_and_Tobago,Culture of Trinidad and Tobago,Trinidad Tobago culture,"The culture of Trinidad and Tobago reflects the influence of Indian-South Asian, African, Indigenous, European, Chinese, North American, Latino, and Arab cultures. The histories of Trinidad and Tobago are different. There are differences in the cultural influences which have shaped each island. Trinidad and Tobago is an English-speaking country with strong links to the United Kingdom. Historical membership in the British Empire left a major influence on the country, including the differences of the English language and the popularity of the two top sports in the country, football, and cricket. The most influential single cultural factor in Trinidad and Tobago is Carnival, brought to Trinidad by French settlers from Martinique in the later part of the 18th century. Originally the celebration was confined to the elite, but it was imitated and adapted by their African slaves and, after the abolition of slavery in 1838, the practice spread into the free population. The Canboulay Riots of 1881 were a turning point in the evolution of Trinidad Carnival. Carnival was originally confined to the upper classes, which rode the streets in floats, or watched from the upper stories of residences and businesses. The night was given over to the lower classes. The first few hours of Carnival Monday morning, from about 4 am until sunrise was known as J'ouvert (a contraction of jour ouvert). Costumed and masked by the darkness, J'ouvert allowed the wealthy to mix with the poor in relative anonymity. Monday night (night 'mas) had a similar, but lesser function. The daytime of Carnival Monday and Tuesday are dominated by costumed masqueraders. Until World War II, most of these masqueraders portrayed traditional African influenced characters including the Midnight Robber, Police and Thief, Wild-American Indian, Bat', and Jab Mola individuals gave way to organized bands, which today can include thousands of masqueraders. Peter Minshall is often considered the greatest mas' designer.[why?] Carnival takes place most heatedly during the week before the actual parade of bands on Carnival Monday and Tuesday. However, traditionally, the Carnival season begins on Boxing Day December 26 and soca and calypso music reign supreme over the airwaves. The fetes that take place from year end through carnival (usually in February) are generally carnival-themed and feature live music from bands and soca artists who are promoting their song contributions for the year.",Culture of Trinidad and Tobago,"1881, 1838",Festivals | Carnival | Christmas | Divali | Hosay | Phagwah | Maha Shivratri | Music,,2471,2025-06-22 19:34:27
Wikipedia,https://en.wikipedia.org/wiki/Trinidad_and_Tobago,Trinidad and Tobago,Trinidad Tobago culture,"Trinidad and Tobago,[a] officially the Republic of Trinidad and Tobago, is the southernmost island country in the Caribbean, comprising the main islands of Trinidad and Tobago, along with several smaller islets. The capital city is Port of Spain, while its largest and most populous municipality is Chaguanas. Despite its proximity to South America, Trinidad and Tobago is generally considered to be part of the Caribbean. Trinidad and Tobago is located 11 kilometres (6 nautical miles) northeast off the coast of Venezuela, 130 kilometres (70 nautical miles) south of Grenada, and 288 kilometres (155 nautical miles) southwest of Barbados. Indigenous peoples inhabited Trinidad for centuries prior to Spanish colonization, following the arrival of Christopher Columbus in 1498. Spanish governor José María Chacón surrendered the island to a British fleet under Sir Ralph Abercromby's command in 1797. Trinidad and Tobago were ceded to Britain in 1802 under the Treaty of Amiens as separate states and unified in 1889. Trinidad and Tobago obtained independence in 1962, and became a republic in 1976. Unlike most Caribbean nations and territories, which rely heavily on tourism, the economy is primarily industrial, based on large reserves of oil and gas. The country experiences fewer hurricanes than most of the Caribbean because it is farther south. Trinidad and Tobago is well known for its African and Indian caribbean cultures, reflected in its large and famous Trinidad and Tobago Carnival, Hosay, and Diwali celebrations, as well as being the birthplace of the steelpan, the limbo, and musical styles such as calypso, soca, rapso, parang, chutney, and chutney soca.",1960s establishments in the Caribbean | 1962 establishments in Trinidad and Tobago | Countries and territories where English is an official language | Countries in North America | Countries in the Caribbean | Former British colonies and protectorates in the Americas | Former Spanish colonies | Island countries,"1976, 1889, 1962, 1797, 1802, 1498",Toponymy | History | Geological history | Indigenous peoples | European colonization | British rule | Contemporary era | Geography,Capital: Port of Spain10°40′01″N 61°30′27″W﻿ / ﻿10.667°N 61.5075°W﻿ / 10.667; -61.5075 | Largest city: Chaguanas 10°31′N 61°24′W﻿ / ﻿10.517°N 61.400°W﻿ / 10.517; -61.400 | Official languages: English[1],1673,2025-06-22 19:34:29
Wikipedia,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_Carnival,Trinidad and Tobago Carnival,Trinidad Tobago culture,"The Trinidad and Tobago Carnival is an annual holiday held on the Monday and Tuesday before Ash Wednesday in Trinidad and Tobago. This event is well known for participants’ colorful costumes and exuberant celebrations, with a unique blend of Afro and Indo-Trinidadian traditions. The fusion of these cultural influences is evident in the music, dance, and costumes, creating a vibrant and diverse celebration that represents the rich heritage of Trinidad and Tobago. There are numerous cultural events such as ""band launch"" fetes running in the lead up to the street parade on Carnival Monday and Tuesday. Traditionally, the festival is associated with calypso music, developed by Afro-Trinidadians in 17th century Trinidad; however, Soca music has begun to replace calypso as the more popular musical genre for Carnival. Costume (sometimes called ""mas""), stick-fighting, limbo, and steelpan competitions are important components of the festival. Carnival, as it is celebrated in Trinidad and Tobago, has spread to many other Caribbean islands as well as several cities worldwide. These celebrations include Toronto's Caribana, Miami's Miami Carnival, Houston Carifest, London's Notting Hill Carnival, as well as New York City's Labor Day Carnival. The annual Carnival in Trinidad dates back to the 1780s, when an influx of immigrants from the French West Indies emigrated to Trinidad in response to the Cédula de Población. These immigrants included French planters and 'free coloureds' (free people of mixed race), as well as enslaved Africans. The Mas tradition started in the late 18th century with French plantation owners organizing masquerades (mas) and balls before enduring the fasting of Lent. Enslaved Africans, who could not take part in Carnival. They are said to have staged their own mini-carnivals, but using their own rituals and folklore and imitating or mocking their masters' masquerade balls. Enslaved Africans also formed parallel celebration called ""Canboulay"". Canboulay (from the French cannes brulés, meaning burnt cane) The festival was characterized by drums, singing, calinda dancing, chanting, and stick-fighting. Canboulay is considered is a precursor to Trinidad and Tobago Carnival, and has played an important role in the development of the music of Trinidad and Tobago. Calypso music was developed in Trinidad in the 17th century from the West African Kaiso and canboulay music brought by African slaves imported to that Caribbean island to work on sugar plantation",Culture of Trinidad and Tobago | Music festivals in the Caribbean | Annual events in Trinidad and Tobago | Carnivals in Trinidad and Tobago | Winter in Trinidad and Tobago | Folk festivals in Trinidad and Tobago,,Origin | Carnival dates | Characters | References | External links,"Observed by: Trinidad and Tobago | Type: Cultural | Significance: Week before Lent | Celebrations: processions, music, dancing, and the use of masquerade | Date: Monday and Tuesday before Lent | Frequency: Annual",3170,2025-06-22 19:34:29
Wikipedia,https://en.wikipedia.org/wiki/Public_holidays_in_Trinidad_and_Tobago,Public holidays in Trinidad and Tobago,Trinidad Tobago culture,The government of Trinidad and Tobago officially recognises a number of holidays and celebrations from most represented groups. The following holidays are those that are officially observed in Trinidad and Tobago: The table shows a list of Trinidad and Tobago Carnival dates from 2009 to 2020.,Public holidays in Trinidad and Tobago | Lists of public holidays by country | Society of Trinidad and Tobago | Culture of Trinidad and Tobago | Events in Trinidad and Tobago,"2020, 2009",Public holidays | Carnival dates | Other holidays | One-off holidays | References | See also,,293,2025-06-22 19:34:30
Wikipedia,https://en.wikipedia.org/wiki/Hinduism_in_Trinidad_and_Tobago,Hinduism in Trinidad and Tobago,Trinidad Tobago culture,"Hinduism in Trinidad and Tobago is the second largest religion. Hindu culture arrived to Trinidad and Tobago in 1845, with the arrival of the first Indian indentured laborers, the overwhelming majority of which were Hindu. According to the 2011 census there were 240,100 declared Hindus in Trinidad and Tobago. A decade after slavery was abolished in 1834, the British government gave permission for the colonists to import indentured labor from India to work on the estates. Throughout the remainder of the century, Trinidad's population growth came primarily from Indian laborers. By 1871, there were 27,425 Indians, approximately 22 percent of the population of Trinidad and Tobago; by 1911 that figure had grown to 110,911, or about 33 percent of all residents of the islands. During the initial decades of Indian indenture, Indian cultural forms were met with either contempt or indifference by the non-Hindu majority. Hindus have made many contributions to Trinidad history and culture even though the state historically regarded Hindus as second class citizens. Hindus in Trinidad struggled over the granting of adult franchise, the Hindu marriage bill, the divorce bill, cremation ordinance, and others. Cremation was allowed in 1953. There has been persistent discontent among the Hindus with their marginalization. Many groups portray Hindus as ""clannish, backward and miserly"". During the General Elections of 1986, the absence of the Bhagvad Gita and the Quran at polling stations for required oath-taking was interpreted as a gross insult to Hindus and Muslims. The absence of any Hindu religious texts at the official residence of the President of Trinidad and Tobago during the swearing in of the new Government in 1986 was perceived as another insult to the minority communities since they were represented in the government. The national education system and curriculum have been repeatedly accused of such majority-oriented symbolism. The use of discernibly oriented prayers at Government schools, the non-representation of Hinduism in approved school textbooks, and the lack of emphasis on Hindu religious observance evoked deep resentment from the Hindu community. Intensified protests over the course of the 1980s led to an improvement in the state's attitudes towards Hindus.",Hinduism in Trinidad and Tobago | Indo-Caribbean religion | Indo-Trinidadian and Tobagonian culture,"1834, 2011, 1911, 1953, 1871, 1986, 1845","History | Demographics | Sects, denominations, and organizations | Culture | Mandirs | Hindu organisations and holidays | Caste | Cremation",,2297,2025-06-22 19:34:31
Wikipedia,https://en.wikipedia.org/wiki/Tupac_Shakur,Tupac Shakur,Tupac Shakur,"Tupac Amaru Shakur (/ˈtuːpɑːk ʃəˈkʊər/ ⓘ; born Lesane Parish Crooks; June 16, 1971 – September 13, 1996), also known by his stage names 2Pac and Makaveli, was an American rapper and actor, regarded as one of the greatest and most influential rappers of all time. Academics regard him as one of the most influential music artists of the 20th century and a prominent political activist for Black America. In addition to his music career, Shakur also wrote poetry and starred in films. He is among the best-selling music artists, having sold more than 75 million records worldwide. His lyrical content has been noted for addressing social injustice, political issues, and the marginalization of other African-Americans, but he was also synonymous with gangsta rap and violent lyrics. Shakur was born in New York City to parents who were both political activists and Black Panther Party members. Raised by his mother, Afeni Shakur, he relocated to Baltimore in 1984 and to the San Francisco Bay Area in 1988. With the release of his debut album 2Pacalypse Now in 1991, he became a central figure in West Coast hip-hop for his conscious rap and political rap lyrics. Shakur achieved further critical and commercial multi-platinum success with his follow-up albums Strictly 4 My N.I.G.G.A.Z... (1993) and Me Against the World (1995). His Diamond certified album All Eyez on Me (1996), the first double-length album in hip-hop history, abandoned his introspective lyrics for volatile gangsta rap. In addition to his music career, Shakur starred roles in Juice (1992), Poetic Justice (1993), Above the Rim (1994), Bullet (1996), Gridlock'd (1997), and Gang Related (1997). Shakur's most notable songs include ""California Love"", ""Changes"", ""Dear Mama"", ""Hail Mary"", ""Keep Ya Head Up"", ""Hit 'Em Up"", ""Ambitionz az a Ridah"", ""All Eyez on Me"", ""Ghetto Gospel"", ""Do for Love"", ""So Many Tears"", ""To Live & Die in L.A."", ""How Do U Want It"", ""2 of Amerikaz Most Wanted"", ""Brenda's Got a Baby"" and ""I Get Around"". Alongside his solo career, Shakur was part of the group Thug Life and collaborated with artists like Snoop Dogg, Dr. Dre, and Outlawz. During the later part of his career, Shakur was shot five times in the lobby of a New York recording studio and experienced legal troubles, including incarceration. He served eight months in prison on sexual abuse charges, but was released pending an appeal of his conviction in 1995. Following his release, he signed to Marion ""Suge"" Knight's label Death Row Records ",Tupac Shakur | 1971 births | 1996 deaths | 1996 murders in the United States | 20th-century African-American musicians | 20th-century African-American writers | 20th-century American criminals | 20th-century African-American male actors,"1996, 1995, 1991, 1993, 1984, 1988, 1992, 1971",Early life | Panther heritage | Education | Music career | MC New York | Digital Underground | 2Pacalypse Now | Strictly 4 My N.I.G.G.A.Z...,"Born: Lesane Parish Crooks(1971-06-16)June 16, 1971Manhattan, New York City, U.S. | Died: September 13, 1996(1996-09-13) (aged 25)Las Vegas, Nevada, U.S. | Cause of death: Drive-by homicide (gunshot wounds) | Other names: 2PacPacMakaveliMC New York | Occupations: Rappersongwriteractoractivistpoet | Years active: 1989–1996",3910,2025-06-22 19:36:26
Wikipedia,https://en.wikipedia.org/wiki/Murder_of_Tupac_Shakur,Murder of Tupac Shakur,Tupac Shakur,"On September 7, 1996, at 11:15 p.m. (PDT), Tupac Shakur, a 25-year-old American rapper, was shot in a drive-by shooting in Paradise, Nevada. The shooting occurred when the car carrying Shakur was stopped at a red light at East Flamingo Road and Koval Lane. The driver, Marion ""Suge"" Knight, was grazed by a bullet in the shooting. Shakur died from his injuries six days later, on September 13, 1996. Shakur was struck by four rounds fired from a .40-calibre Glock: two in the chest, one in the arm, and one in the thigh. Orlando Anderson, a Crips gang member, was suspected in the murder but denied being involved and was never charged. He was killed in an unrelated gang shootout in 1998. On September 29, 2023, 27 years after Shakur's murder, Duane ""Keefe D"" Davis, Anderson's uncle, was arrested after being indicted by a grand jury for the first-degree murder of Shakur. Tupac Shakur attended the Bruce Seldon vs. Mike Tyson boxing match with Marion ""Suge"" Knight, the head of Death Row Records, at the MGM Grand in Las Vegas, Nevada. After leaving the match, one of Knight's associates, Trevon ""Tre"" Lane, a member of the M.O.B. Pirus gang based in Compton, California, spotted Orlando Anderson, from the rival South Side Compton Crips gang, in the MGM Grand lobby. Earlier that year, in July 1996, Anderson and a group of South Side Crips attempted to rob Lane in a Foot Locker store at the Lakewood Center mall in Lakewood, California.",1996 in music | 1996 in Nevada | 1996 murders in North America | 1996 murders in the United States | 20th century in Las Vegas | Deaths by firearm in Nevada | Deaths by person in Nevada | Drive-by shootings,"2023, 1996, 1998",Prior events | Shooting and aftermath | Investigative reports on the murder | Witnesses | Arrest and trial of Duane Davis | Speculated link with Sean Combs | See also | References,"Location: Paradise, Nevada, U.S. | Date: September 7, 1996; 28 years ago (1996-09-07) 11:15 p.m. (PDT) | Target: Tupac Shakur | Attack type: Drive-by shooting, assassination | Weapon: .40 caliber Glock 22 pistol[1] | Deaths: Tupac Shakur; (death occurred six days later after drive-by shooting)",1442,2025-06-22 19:36:26
Wikipedia,https://en.wikipedia.org/wiki/Tupac_Shakur_discography,Tupac Shakur discography,Tupac Shakur,"The discography of American rapper Tupac Shakur consists of 10 studio albums. Throughout his career and posthumously, Shakur sold more than 75 million records worldwide. He has scored 5 No. 1 albums on the Billboard 200 and 8 No. 1 albums on the Top R&B/Hip-Hop Albums chart. Shakur began his music career in the early 1990s, initially gaining attention as a member of the hip-hop group Digital Underground. Shakur released his debut studio album, 2Pacalypse Now, in November 1991. The album peaked at number 64 on the United States Billboard 200 and has since been recognized as a groundbreaking work of the hip-hop genre. Its singles included ""Brenda's Got a Baby"" and ""Trapped"", both of which highlighted Shakur's focus on social issues. Strictly 4 My N.I.G.G.A.Z., Shakur's second studio album, was released in February 1993 and saw him collaborating with artists such as Ice Cube and Ice-T. The album peaked at number 24 on the Billboard 200 and earned a platinum certification from the Recording Industry Association of America (RIAA). Notable singles from the album include ""I Get Around"" and ""Keep Ya Head Up"", both of which reached the top ten on the Billboard Hot Rap Songs chart. Shakur's third studio album, Me Against the World, released in March 1995, marked a significant milestone in his career. The album debuted at number one on the Billboard 200 and featured the hit single ""Dear Mama"", which became one of Shakur's most iconic songs. Me Against the World was certified double platinum by the RIAA and is often cited as one of the greatest hip-hop albums of all time. All Eyez on Me, Shakur's fourth studio album, was released in February 1996 and became his first double album. It topped the Billboard 200 and included international hits such as ""California Love"" and ""How Do U Want It"", both of which reached the top of the Billboard Hot 100. All Eyez on Me was certified diamond by the RIAA and solidified Shakur's status as a rap superstar. Following his death in September 1996, several posthumous albums were released, starting with The Don Killuminati: The 7 Day Theory, released under the alias Makaveli in November 1996. The album debuted at number one on the Billboard 200 and featured the singles ""Hail Mary"" and ""To Live & Die in L.A."" It was certified quadruple platinum by the RIAA and is regarded as one of Shakur's most profound works. Additional posthumous albums include R U Still Down? (Remember Me) (1997), Still I Rise (1999, with Outlawz), Until the End of Ti",Hip-hop discographies | Tupac Shakur | Discographies of American artists,"1996, 1995, 1991, 1993, 1997, 2001, 2002, 1999",Albums | Studio albums | Posthumous albums | Live albums | Compilation albums | Remix albums | Soundtrack albums | Video albums,Studio albums: 4 | Soundtrack albums: 1 | Compilation albums: 9 | Singles: 44 | Music videos: 50 | Posthumous albums: 7,2741,2025-06-22 19:36:27
